"Cluster","GLON","e_GLON","GLAT","e_GLAT","Num","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","logAge","A0","_RA.icrs","_DE.icrs"
"Alessi_1",123.2631,0.118,-13.3595,0.1,46,1.411,0.036,6.476,0.105,-6.42,0.155,8.7,0.6,13.3557,49.511
"Alessi_10",31.6259,0.272,-21.0414,0.169,81,2.26,0.046,1.447,0.173,-7.898,0.214,7.9,0.6,301.229,-10.5241
"Alessi_12",67.4483,0.4,-11.4755,0.357,198,1.837,0.047,4.315,0.193,-4.701,0.155,7.9,0.35,310.9106,23.7975
"Alessi_13",237.2373,2.393,-55.7144,1.1,66,9.535,0.299,36.141,1.6,-4.606,0.985,7.5,0.05,52.0532,-35.6693
"Alessi_19",40.0609,0.278,12.6327,0.177,43,1.691,0.039,-1.0,0.134,-7.18,0.144,7.25,0.3,274.6656,11.9759
"Alessi_2",152.3327,0.272,6.3674,0.249,140,1.624,0.041,-0.944,0.153,-1.091,0.142,8.45,0.85,71.6056,55.2002
"Alessi_20",117.2417,0.766,-3.7625,0.448,407,2.333,0.084,8.019,0.473,-2.471,0.415,7.05,1.05,1.9052,58.6243
"Alessi_21",223.4612,0.286,-0.0206,0.239,122,1.758,0.047,-5.534,0.19,2.647,0.184,7.65,0.4,107.6854,-9.3694
"Alessi_24",329.0174,0.407,-14.5941,0.257,149,2.07,0.051,-0.46,0.171,-8.95,0.176,7.85,0.3,260.8421,-62.6775
"Alessi_3",257.5537,0.998,-15.247,0.647,162,3.611,0.109,-9.82,0.484,11.958,0.506,8.6,0.5,109.09,-46.3076
"Alessi_31",15.3546,0.137,7.6696,0.106,69,1.481,0.028,-1.136,0.151,-4.208,0.13,7.6,2.7,267.7409,-11.8593
"Alessi_37",101.701,0.211,-11.4026,0.168,98,1.414,0.03,0.354,0.088,-1.677,0.112,7.9,0.8,341.9369,46.3077
"Alessi_43",262.5313,0.319,1.4923,0.166,404,1.058,0.052,-5.573,0.39,3.925,0.378,6.55,1.15,132.6092,-41.7321
"Alessi_5",287.9823,0.663,-1.9474,0.405,491,2.502,0.077,-15.453,0.407,2.556,0.488,7.6,0.5,160.6998,-61.0288
"Alessi_6",313.6547,0.116,-5.5454,0.091,119,1.133,0.03,-10.559,0.136,-5.531,0.136,8.55,1.1,220.0862,-66.1234
"Alessi_62",52.7941,0.176,8.6894,0.147,116,1.617,0.032,0.269,0.104,-1.146,0.117,8.95,0.9,284.0111,21.58
"Alessi_8",326.397,0.128,4.2542,0.099,37,1.494,0.026,-6.029,0.132,-5.684,0.198,7.9,0.45,232.2761,-51.2893
"Alessi_Teutsch_11",87.4432,0.115,9.2648,0.136,82,1.538,0.026,-0.124,0.142,-1.311,0.095,8.05,0.45,304.1382,52.0562
"Alessi_Teutsch_3",266.4421,0.152,-12.8418,0.157,64,1.426,0.032,-5.379,0.115,8.962,0.208,7.9,0.8,118.2513,-53.0316
"Alessi_Teutsch_5",105.1011,0.603,4.0963,0.242,624,1.114,0.055,-1.43,0.918,-3.086,0.485,6.3,1.1,333.2748,61.3596
"Alessi_Teutsch_8",297.0396,0.165,1.3744,0.15,324,0.991,0.032,-6.64,0.129,1.681,0.137,7.9,0.85,180.6622,-60.938
"ASCC_10",155.7671,0.205,-17.844,0.212,46,1.518,0.032,-1.779,0.109,-1.43,0.099,7.9,0.75,51.8578,34.8967
"ASCC_101",68.0081,0.172,11.632,0.213,71,2.52,0.039,0.936,0.241,1.262,0.262,8.1,0.25,288.3615,36.3616
"ASCC_105",62.8241,0.33,2.1388,0.155,70,1.783,0.027,1.372,0.209,-1.609,0.15,7.85,0.55,295.4734,27.4033
"ASCC_107",58.9091,0.116,-1.8981,0.089,49,1.141,0.03,-0.202,0.123,-5.148,0.097,7.05,1.2,297.1641,21.994
"ASCC_108",74.3964,0.284,6.0715,0.157,163,0.847,0.036,-0.473,0.129,-1.722,0.14,7.8,0.8,298.3204,39.3632
"ASCC_11",150.546,0.193,-9.239,0.158,242,1.173,0.049,0.912,0.154,-3.07,0.15,8.45,1.0,53.0432,44.8432
"ASCC_111",74.6897,0.21,2.0117,0.141,93,1.156,0.038,-1.14,0.103,-1.579,0.111,7.9,1.05,302.9209,37.4709
"ASCC_113",82.9019,0.321,-6.5897,0.389,218,1.767,0.032,0.809,0.156,-3.724,0.164,7.85,0.35,317.9549,38.6558
"ASCC_114",97.1078,0.133,1.0275,0.123,166,1.067,0.025,-3.704,0.113,-3.465,0.129,7.5,1.3,325.0232,54.0137
"ASCC_115",97.4645,0.19,-2.4766,0.108,32,1.308,0.031,-0.553,0.065,-0.629,0.07,8.05,1.05,329.1724,51.541
"ASCC_12",163.0205,0.139,-1.8916,0.11,112,0.955,0.049,-0.684,0.13,-2.948,0.099,7.8,1.1,72.4312,41.7178
"ASCC_123",104.6547,1.136,-4.1203,0.819,75,4.308,0.1,12.345,0.48,-1.525,0.523,7.7,0.5,340.6117,54.1097
"ASCC_127",112.2666,0.901,4.1294,1.896,453,2.66,0.093,7.43,0.412,-1.789,0.735,7.25,0.7,347.1188,64.8473
"ASCC_128",109.846,0.16,-5.9613,0.047,15,1.522,0.014,1.255,0.107,0.081,0.111,7.85,0.75,350.001,54.5707
"ASCC_13",163.5293,0.064,3.0593,0.118,55,0.893,0.025,-0.535,0.15,-1.817,0.133,7.65,0.8,78.2063,44.3582
"ASCC_16",201.764,1.669,-17.9493,1.517,2176,2.893,0.095,1.439,0.397,-0.398,0.541,6.9,0.05,81.8581,1.3446
"ASCC_19",206.4123,2.058,-19.0574,1.381,1170,2.781,0.083,1.521,0.5,-1.244,0.363,6.9,0.2,82.9817,-3.0594
"ASCC_23",167.4449,0.212,14.4409,0.187,110,1.617,0.035,1.055,0.132,-0.6,0.131,8.45,0.5,95.0646,46.7445
"ASCC_29",214.7391,0.099,-0.1278,0.103,60,0.965,0.03,-0.983,0.057,-1.035,0.079,7.85,0.4,103.57,-1.6666
"ASCC_30",219.1277,0.21,-1.5954,0.076,65,0.907,0.034,-1.583,0.075,-0.14,0.094,7.9,0.65,104.2668,-6.241
"ASCC_32",237.6584,1.119,-9.2923,0.526,697,1.233,0.069,-3.218,0.253,3.456,0.17,7.25,0.1,105.7029,-26.1686
"ASCC_41",219.1398,0.595,12.3646,0.263,112,3.383,0.082,0.692,0.197,-3.953,0.227,7.9,0.05,116.6717,0.2082
"ASCC_47",258.965,0.552,0.1914,0.413,196,1.316,0.05,-8.134,0.255,5.705,0.242,7.85,0.35,128.3612,-39.7198
"ASCC_58",281.7,0.734,1.2963,0.504,273,2.092,0.05,-13.297,0.317,2.764,0.404,7.7,0.4,153.7314,-54.9898
"ASCC_77",311.9974,0.1,-0.8744,0.084,159,0.878,0.028,-4.278,0.101,-3.186,0.158,7.6,1.05,212.6989,-62.3412
"ASCC_79",319.9061,0.312,-2.9947,0.22,205,1.184,0.044,-3.109,0.27,-4.106,0.238,6.7,1.0,229.7078,-60.9123
"ASCC_85",339.7688,0.161,-0.234,0.15,72,1.138,0.033,0.157,0.1,-4.117,0.117,7.9,0.9,251.7844,-45.5739
"ASCC_88",349.9836,0.089,2.995,0.129,65,1.107,0.022,0.899,0.152,-3.282,0.115,7.8,2.35,256.8444,-35.5723
"ASCC_97",14.1938,0.232,-5.6302,0.19,133,1.748,0.043,-2.394,0.185,-6.453,0.188,7.9,1.55,279.3099,-19.2238
"Aveni_Hunter_1",110.3526,0.634,-13.3808,1.314,189,2.347,0.073,0.0,0.578,-2.596,1.028,6.95,0.15,354.5129,47.6905
"BDSB91",219.4682,0.014,-10.5507,0.034,31,1.105,0.044,-3.143,0.212,1.237,0.172,6.7,1.55,96.3217,-10.5498
"BDSB93",220.9737,0.092,-2.477,0.043,25,0.801,0.017,-1.991,0.647,0.992,1.016,6.7,0.05,104.3226,-8.2849
"BDSB96",225.8129,0.413,-2.5123,0.15,329,0.864,0.058,-3.45,0.441,0.92,0.449,6.9,1.55,106.5338,-12.6033
"Berkeley_14A",162.7852,0.199,0.8292,0.139,59,0.88,0.029,-0.369,0.112,-2.802,0.199,7.4,1.0,75.1082,43.6111
"Berkeley_59",118.2389,0.158,5.1599,0.27,533,0.96,0.045,-1.623,0.363,-1.635,0.526,6.6,4.95,0.5225,67.5809
"VDBH_164",314.3028,0.383,-6.2045,0.297,213,2.393,0.064,-7.407,0.286,-10.71,0.293,7.55,0.55,222.233,-66.4468
"VDBH_221",353.9198,0.151,3.0192,0.085,184,0.912,0.06,1.981,0.253,-1.61,0.254,6.75,1.5,259.6004,-32.3737
"VDBH_23",253.5502,1.9,-0.3576,0.852,461,2.229,0.147,-7.129,0.404,7.132,0.612,7.25,0.1,123.8543,-35.6076
"VDBH_56",264.485,0.166,1.6317,0.165,154,1.102,0.037,-5.524,0.201,5.394,0.196,6.75,0.55,134.4558,-43.138
"VDBH_99",286.5983,0.598,-0.5778,0.39,647,2.245,0.07,-14.525,0.426,0.983,0.486,7.6,0.35,159.5885,-59.1624
"Blanco_1",14.9859,3.105,-79.0987,0.603,408,4.224,0.083,18.738,0.427,2.606,0.395,7.8,0.05,0.8721,-29.9746
"Casado_4",256.072,0.076,-0.1734,0.079,41,0.822,0.041,-5.67,0.144,5.273,0.143,7.15,1.55,125.8175,-37.585
"Cep_OB6",102.8094,2.314,-0.402,0.81,117,4.124,0.126,16.352,1.335,4.81,0.61,7.8,0.35,334.4812,56.3505
"Chameleon_II",303.6933,0.209,-14.6063,0.442,40,5.092,0.08,-20.066,0.777,-7.596,0.476,7.15,4.95,196.2542,-77.458
"COIN-Gaia_1",122.5864,0.22,3.8877,0.184,93,1.552,0.035,-5.023,0.116,-3.137,0.159,8.05,1.8,11.9859,66.7571
"COIN-Gaia_10",161.9396,0.098,-4.9708,0.095,41,0.973,0.047,1.953,0.13,-3.447,0.095,7.9,1.85,68.4125,40.5012
"COIN-Gaia_11",162.5147,0.165,-5.7974,0.146,84,1.516,0.038,3.458,0.137,-5.734,0.142,8.55,2.15,68.1244,39.5202
"COIN-Gaia_12",166.1047,0.189,2.1291,0.153,61,1.033,0.038,2.514,0.1,-4.691,0.101,8.85,0.35,79.2216,41.7249
"COIN-Gaia_13",167.6768,0.265,4.7417,0.269,47,1.944,0.034,-3.906,0.158,-1.685,0.055,8.15,0.5,83.3048,41.8854
"COIN-Gaia_14",167.4327,0.088,-0.3184,0.084,23,1.041,0.024,1.29,0.085,-6.652,0.096,7.75,1.25,77.6364,39.215
"COIN-Gaia_15",169.43,0.079,-3.3297,0.088,119,0.821,0.033,0.277,0.136,-3.829,0.117,7.65,1.8,76.1056,35.8122
"COIN-Gaia_17",170.3897,0.109,1.0109,0.091,87,0.908,0.042,0.275,0.159,-4.301,0.11,8.55,1.35,81.1997,37.5679
"COIN-Gaia_18",170.7758,0.114,-2.0432,0.11,36,0.969,0.038,0.738,0.088,-4.937,0.06,8.25,1.0,78.3628,35.4985
"COIN-Gaia_20",173.9855,0.068,-4.0765,0.095,21,0.936,0.026,0.507,0.106,-1.517,0.088,7.5,1.05,78.6271,31.7093
"COIN-Gaia_23",182.1699,0.132,-0.2158,0.072,59,1.055,0.035,-0.332,0.105,-1.011,0.093,7.9,0.8,87.4666,26.9675
"COIN-Gaia_24",186.9132,0.108,0.4291,0.118,71,0.987,0.03,2.508,0.096,-2.951,0.067,7.8,1.2,90.7165,23.1918
"COIN-Gaia_25",189.8719,0.24,-0.21,0.194,109,1.231,0.037,-0.507,0.109,-2.646,0.108,8.5,0.85,91.6784,20.2997
"COIN-Gaia_26",190.041,0.035,-9.0335,0.057,19,0.799,0.025,0.257,0.129,-2.38,0.121,7.85,1.75,83.7678,15.6819
"COIN-Gaia_27",192.7349,0.092,-8.4018,0.079,46,0.921,0.024,0.695,0.118,-3.598,0.083,8.35,2.1,85.7508,13.7299
"COIN-Gaia_30",125.6786,0.172,7.866,0.137,98,1.367,0.03,-6.18,0.108,2.014,0.169,8.05,2.05,21.0605,70.5626
"COIN-Gaia_32",129.8134,0.075,1.0038,0.063,21,0.793,0.024,-0.001,0.049,-2.306,0.058,7.5,1.95,28.1884,63.0534
"COIN-Gaia_34",131.5093,0.111,0.1541,0.096,44,1.049,0.051,-2.306,0.14,0.804,0.16,7.7,2.25,31.254,61.7944
"COIN-Gaia_37",138.9965,0.249,0.0867,0.574,84,0.967,0.037,0.866,0.499,-2.54,0.903,7.7,2.5,45.2126,58.8619
"COIN-Gaia_38",146.0979,0.081,-4.7215,0.107,84,0.849,0.057,1.993,0.085,-6.856,0.095,8.45,2.45,51.4637,51.0703
"COIN-Gaia_39",160.6381,0.204,-2.6471,0.16,51,0.966,0.035,0.123,0.156,-2.54,0.17,7.9,1.3,69.5498,43.0244
"COIN-Gaia_5",130.5896,0.134,-3.96,0.065,21,1.107,0.04,-2.821,0.082,-0.611,0.101,7.85,1.05,27.4062,58.044
"COIN-Gaia_8",139.7161,0.238,-9.3758,0.188,87,1.37,0.049,2.39,0.127,-2.525,0.146,7.9,0.75,39.1894,50.0323
"COIN-Gaia_9",145.6774,0.175,-8.5767,0.126,67,1.159,0.046,-2.066,0.133,-2.907,0.154,7.8,1.3,47.7344,48.0385
"Collinder_135",248.8283,0.923,-11.1245,0.73,387,3.333,0.126,-10.116,0.56,6.143,0.402,7.55,0.35,109.3631,-36.8693
"Collinder_140",244.9926,0.677,-7.9094,0.501,220,2.624,0.097,-8.141,0.342,4.811,0.24,7.5,0.15,110.8126,-32.051
"Collinder_197",261.5171,0.079,0.9487,0.117,232,1.044,0.053,-5.762,0.339,4.045,0.326,6.55,2.65,131.194,-41.2843
"Collinder_258",299.9589,0.082,1.9621,0.062,115,0.801,0.027,-7.026,0.108,-0.254,0.096,8.05,0.85,186.7662,-60.7689
"Collinder_350",26.98,0.506,14.7904,0.517,163,2.712,0.097,-4.925,0.378,-0.051,0.221,8.55,1.3,267.0156,1.5573
"Collinder_359",29.8961,0.249,12.482,0.284,66,1.8,0.03,0.655,0.106,-8.862,0.126,7.25,0.85,270.3716,3.0113
"Collinder_394",15.053,0.386,-9.3586,0.222,493,1.382,0.048,-1.482,0.137,-5.958,0.171,7.85,0.85,283.262,-20.1052
"Collinder_419",78.3346,0.258,2.6912,0.169,409,0.978,0.059,-2.573,0.364,-6.352,0.376,6.55,2.05,304.8018,40.8768
"Collinder_421",79.4489,0.153,2.527,0.095,208,0.828,0.03,-3.642,0.12,-8.365,0.122,8.05,2.8,305.8225,41.7002
"Collinder_463",127.4286,0.32,9.3601,0.257,438,1.153,0.032,-1.743,0.113,-0.369,0.141,7.85,1.4,27.1461,71.7312
"Collinder_69",195.2374,1.465,-11.9453,0.81,1132,2.505,0.088,1.262,0.724,-2.128,0.444,6.75,0.2,83.9219,9.8034
"Collinder_95",201.7365,0.235,0.1749,0.262,260,1.495,0.079,-2.18,0.365,-4.95,0.499,6.5,0.95,97.86,10.0314
"CWNU_102",256.4579,0.136,2.3934,0.121,33,1.068,0.031,-5.49,0.37,5.143,0.453,7.7,0.9,128.7055,-36.3946
"CWNU_134",55.9406,0.109,-2.6842,0.118,36,0.838,0.035,-0.879,0.27,-4.39,0.238,8.55,1.15,296.2992,19.0343
"CWNU_149",143.496,0.086,4.7019,0.101,23,1.609,0.086,-2.988,0.258,-0.512,0.196,7.6,1.05,57.6584,60.2099
"CWNU_152",72.1107,0.065,-2.6325,0.07,17,0.943,0.029,-1.624,0.095,-5.547,0.1,6.95,0.75,305.8558,32.7318
"CWNU_18",219.8323,0.455,-18.1035,0.253,88,1.496,0.055,-1.914,0.326,1.615,0.315,6.9,1.2,89.478,-14.0827
"CWNU_180",77.6081,0.39,-0.6303,0.321,71,0.971,0.044,-1.572,0.331,-3.885,0.434,7.5,1.95,307.7804,38.367
"CWNU_182",265.7233,0.309,1.884,0.084,29,1.043,0.022,-8.737,0.192,5.797,0.093,7.55,2.15,135.8414,-43.9036
"CWNU_188",267.7555,0.103,-0.0379,0.121,48,0.878,0.023,-6.1,0.081,3.997,0.07,7.5,3.15,135.7196,-46.6991
"CWNU_200",178.0028,0.061,11.1989,0.046,27,0.833,0.034,-0.37,0.063,-3.614,0.052,7.55,0.75,96.9491,36.0457
"CWNU_201",218.8132,0.044,-11.266,0.053,21,1.018,0.024,-3.594,0.229,-0.867,0.271,8.7,2.1,95.3818,-10.2836
"CWNU_208",267.9225,0.078,1.8137,0.037,23,1.327,0.028,-8.51,0.21,3.964,0.27,6.25,2.6,137.8556,-45.574
"CWNU_216",195.1669,0.236,-17.09,0.249,50,2.539,0.114,2.33,0.309,-3.697,0.219,6.5,0.1,79.4266,7.2129
"CWNU_224",352.4046,0.063,-5.8584,0.039,28,0.863,0.026,3.484,0.085,-2.351,0.107,7.4,1.05,267.7669,-38.451
"CWNU_232",209.8409,0.805,-10.3619,0.566,99,2.056,0.061,0.018,0.602,-2.781,0.865,7.9,0.55,92.2347,-1.9948
"CWNU_254",213.0506,0.602,8.0811,0.715,173,2.142,0.075,-6.523,0.245,-5.129,0.369,7.85,0.1,110.1147,3.5704
"CWNU_261",311.8063,0.048,-2.7629,0.053,50,1.087,0.019,-4.508,0.127,-4.355,0.132,7.65,1.1,213.5913,-64.1964
"CWNU_285",343.5877,0.083,-0.6802,0.061,43,0.931,0.026,0.455,0.143,-2.435,0.132,7.5,2.8,255.6228,-42.8862
"CWNU_286",104.7044,0.082,7.7354,0.052,16,1.129,0.025,-3.145,0.096,-4.507,0.171,6.9,1.2,327.8064,64.0286
"CWNU_287",282.6837,1.489,0.9051,0.456,164,2.266,0.08,-14.409,0.615,2.718,0.799,7.55,0.3,154.7899,-55.8613
"CWNU_3",131.4597,0.097,3.094,0.132,25,1.284,0.025,-2.414,0.069,-1.061,0.08,7.65,1.8,33.0688,64.6189
"CWNU_315",308.3197,0.075,5.2405,0.085,25,0.878,0.032,-5.687,0.101,-1.375,0.085,7.0,1.0,202.803,-57.2146
"CWNU_316",344.5726,0.034,-4.5736,0.031,37,0.877,0.04,2.095,0.138,-3.261,0.086,7.3,1.45,260.7768,-44.3752
"CWNU_320",237.4535,0.077,-4.9382,0.072,64,0.822,0.059,-2.739,0.149,3.073,0.179,6.75,0.3,109.8994,-24.0327
"CWNU_338",256.8889,0.116,-2.0146,0.175,40,1.61,0.044,-5.249,0.093,5.47,0.107,7.15,1.0,124.4724,-39.3018
"CWNU_343",120.1549,0.111,6.1897,0.114,15,1.054,0.021,-2.825,0.085,-0.194,0.184,7.4,2.95,5.172,68.8955
"CWNU_347",66.1961,0.11,5.859,0.207,23,2.412,0.045,2.617,0.187,-1.327,0.152,7.6,0.1,293.6116,32.1512
"CWNU_348",105.4056,0.016,8.3707,0.021,15,0.889,0.041,-2.135,0.284,-4.579,0.206,6.25,1.35,328.1167,64.9601
"CWNU_351",340.0374,0.041,6.4748,0.035,32,0.921,0.053,-2.849,0.108,-3.353,0.116,7.55,2.85,245.2552,-40.8319
"CWNU_361",158.1749,0.057,-5.5496,0.061,16,1.022,0.053,2.095,0.076,-1.36,0.044,7.5,2.1,64.3668,42.7937
"CWNU_363",255.4008,0.053,-4.0743,0.046,30,1.128,0.035,-4.586,0.094,3.989,0.149,6.75,1.05,121.1965,-39.1823
"CWNU_380",95.868,0.092,6.7263,0.023,17,0.827,0.02,-1.991,0.105,-5.661,0.165,7.4,2.0,316.3544,57.1916
"CWNU_394",109.9007,0.185,-2.8014,0.173,96,0.913,0.036,0.225,0.47,-1.33,0.354,7.9,2.25,348.0507,57.5379
"CWNU_399",260.371,0.039,-3.8327,0.056,20,0.816,0.037,-2.404,0.058,4.898,0.089,7.5,2.45,125.0749,-43.1996
"CWNU_406",189.2312,0.048,-0.2949,0.204,16,0.982,0.015,1.555,0.081,-2.232,0.153,7.9,0.85,91.2649,20.8172
"CWNU_409",147.9646,0.088,8.2629,0.156,37,0.956,0.021,-0.687,0.57,-1.55,0.54,8.7,1.75,68.9996,59.7175
"CWNU_423",124.1318,0.113,-0.6333,0.077,24,0.992,0.042,-0.246,0.086,-1.683,0.166,7.65,2.3,15.434,62.2145
"CWNU_446",109.7966,0.106,5.9606,0.203,32,1.071,0.034,-0.346,0.232,-2.555,0.29,6.75,2.1,339.9486,65.4182
"CWNU_462",111.3044,1.177,19.7117,0.586,76,2.665,0.073,5.366,0.623,3.634,1.399,7.15,4.05,315.2297,77.0179
"CWNU_487",141.9802,0.081,1.9384,0.161,59,0.934,0.057,0.851,0.355,-1.555,0.515,6.25,0.1,52.0082,58.8923
"CWNU_492",29.374,0.045,2.8948,0.059,60,1.153,0.047,-2.195,0.173,-3.049,0.088,6.0,4.1,278.6591,-1.8413
"CWNU_5",178.5545,1.873,-10.7058,0.737,284,2.065,0.141,1.252,0.415,-5.363,0.761,7.35,1.15,75.5738,24.1465
"CWNU_508",108.0761,0.176,4.2312,0.218,45,1.018,0.028,-2.816,0.68,-2.491,0.789,8.7,2.9,338.4918,63.0671
"CWNU_515",279.2594,0.692,-12.3429,0.456,38,4.862,0.093,-26.528,0.585,15.418,0.737,7.5,0.2,131.8931,-63.346
"CWNU_518",163.5946,0.115,-0.43,0.084,18,1.007,0.024,0.404,0.044,-2.883,0.051,7.6,0.7,74.4426,42.1959
"CWNU_519",94.9495,2.257,7.831,0.938,300,3.075,0.134,5.053,0.519,3.505,0.358,7.55,0.45,313.711,57.2183
"CWNU_522",191.9691,0.845,-18.9445,0.935,112,2.537,0.131,0.845,0.529,-4.487,0.377,7.6,0.75,76.2105,8.8078
"CWNU_523",112.7254,0.72,-5.0768,0.701,110,2.405,0.103,7.197,0.585,-2.63,0.462,7.25,0.85,354.3023,56.3169
"CWNU_524",246.8778,0.417,-6.8113,0.22,17,2.797,0.092,-9.69,0.559,4.961,0.257,7.7,0.25,112.9966,-33.1991
"CWNU_525",115.3138,1.503,-6.2586,1.235,361,2.515,0.091,8.227,0.568,-3.68,0.707,7.1,0.2,359.2973,55.8087
"CWNU_528",245.8936,1.704,-10.9408,0.5,198,2.433,0.1,-5.536,0.503,6.403,0.298,7.5,0.45,108.0385,-34.1918
"CWNU_533",113.8196,1.887,-6.7457,0.752,171,2.362,0.172,5.246,0.77,-4.441,0.717,7.9,0.8,356.9468,54.996
"CWNU_534",45.6988,3.36,18.5132,2.07,274,3.213,0.189,-1.202,0.606,-7.995,0.867,7.55,0.6,271.4257,19.3466
"CWNU_536",255.2938,0.901,-17.1852,1.025,70,4.025,0.18,-3.612,1.594,2.593,1.167,7.8,0.1,105.3394,-45.0429
"CWNU_55",126.2857,0.145,2.6948,0.078,24,0.807,0.02,3.527,0.09,-1.155,0.068,8.65,2.95,20.9157,65.3565
"CWNU_9",218.2117,0.073,-7.6584,0.079,18,1.004,0.041,-3.432,0.141,0.721,0.108,7.0,1.15,98.3969,-8.1597
"CWNU_92",113.5765,0.086,0.8585,0.091,15,0.893,0.022,-2.331,0.062,-1.26,0.032,7.45,2.85,352.437,62.2372
"CWNU_95",320.2667,0.041,4.6037,0.049,23,0.901,0.039,-2.806,0.094,-2.3,0.084,7.05,1.05,223.3045,-54.1179
"DBSB_104",337.2122,0.035,-5.838,0.035,24,0.917,0.046,-0.541,0.216,-2.547,0.207,6.7,1.6,255.9571,-51.0739
"Dolidze_8",80.0519,0.17,2.6936,0.069,66,1.018,0.043,-2.537,0.228,-6.155,0.213,6.4,1.25,306.1034,42.2893
"ESO_130_06",297.3843,0.087,3.0843,0.056,67,1.23,0.031,-11.277,0.088,-0.804,0.123,8.05,0.65,181.955,-59.3168
"ESO_166_04",273.8808,0.064,-3.9712,0.042,55,0.884,0.035,-5.918,0.096,5.739,0.083,8.05,0.65,137.6067,-53.8744
"ESO_489_01",233.7503,0.712,-22.4898,0.391,15,3.245,0.074,-6.577,0.364,-0.154,0.252,8.0,0.15,90.4074,-27.8186
"Feigelson_1",300.3394,0.173,-16.0627,0.635,21,9.818,0.132,-41.347,0.885,-6.05,1.759,6.9,0.05,180.0701,-78.6761
"Ferrero_1",0.6642,0.1,-8.1314,0.064,48,1.16,0.023,0.163,0.13,-4.843,0.125,7.85,0.65,275.0296,-32.3346
"Ferrero_11",208.1245,0.083,-7.8628,0.075,43,1.249,0.037,-3.031,0.108,-4.35,0.12,8.35,0.85,93.6748,0.6593
"FSR_0174",67.0457,0.098,-3.0755,0.136,34,0.855,0.04,-2.003,0.19,-5.177,0.301,6.0,1.25,302.9945,28.2914
"FSR_0213",77.3923,0.062,0.8007,0.065,25,1.024,0.033,-1.503,0.168,-3.574,0.155,6.7,3.35,306.1295,39.026
"FSR_0227",78.5114,0.089,0.9897,0.061,19,1.047,0.034,-2.076,0.264,-4.043,0.196,6.25,1.55,306.7689,40.0481
"FSR_0237",80.1585,0.072,-1.8981,0.086,28,0.845,0.022,-1.421,1.51,-4.335,1.127,8.75,2.1,311.0645,39.6302
"FSR_0398",108.8708,0.096,5.0374,0.052,105,1.058,0.042,-3.157,0.104,-1.185,0.118,7.1,2.2,339.1285,64.1614
"FSR_0551",128.0231,0.144,2.485,0.118,186,1.07,0.055,0.026,0.313,-1.556,0.293,6.6,0.1,24.9137,64.8791
"FSR_0667",151.1584,0.072,-0.6793,0.051,48,0.866,0.041,0.829,0.092,-3.731,0.104,8.45,1.75,61.7784,51.1412
"FSR_0686",156.8222,0.14,-2.1804,0.114,51,1.105,0.037,-1.073,0.067,-2.607,0.087,7.15,1.4,66.3731,46.129
"FSR_0866",186.3269,0.105,13.8494,0.089,172,0.803,0.031,1.366,0.075,-0.389,0.082,9.6,0.15,103.834,29.7444
