"Seq","n_Seq","Name","OName","RAdeg","DEJ2000","GLON","GLAT","Rco","Rcl","RV","e_RV","n_RV","pmRA","e_pmRA","pmDE","e_pmDE","pmGLON","pmGLAT","N1s","Dist","E(B-V)","V-Mv","r_Dist","logt","o_logt","RVref","e_RVref","r_RVref","logtref","r_logtref"
106,1,"Collinder 110, Collinder 110A","nan",99.75,2.02,209.71,-1.85,0.09,0.22,"nan","nan","nan",-1.42,0.49,0.13,0.49,-0.77,-1.2,6,450,0.32,9.26,2,8.19,1,"nan","nan","nan",9.15,1.0
107,0,"NGC 2264","S Mon",100.24,9.88,202.95,2.19,0.16,0.73,17.68,2.26,13.0,-2.7,0.25,-3.5,0.26,1.88,-4.0,35,660,0.04,9.22,3,6.81,1,22.3,3.0,1.0,6.95,3.0
108,0,"NGC 2269","nan",100.8,4.62,207.88,0.27,0.07,0.15,"nan","nan","nan",-2.99,0.54,-4.35,0.62,2.5,-4.65,7,1687,0.4,12.38,3,8.76,1,"nan","nan","nan",8.42,3.0
109,0,"NGC 2270","nan",100.99,3.48,208.98,-0.07,0.11,0.32,40.0,"nan",1.0,-0.17,0.33,-3.12,0.28,2.7,-1.58,26,1400,0.06,10.92,2,8.64,8,"nan","nan","nan","nan","nan"
110,0,"NGC 2287","M 41",101.5,-20.76,231.02,-10.45,0.16,0.5,23.3,1.89,4.0,-4.57,0.19,-0.67,0.17,-1.34,-4.42,58,693,0.03,9.3,3,8.45,13,25.8,0.6,1.0,8.38,3.0
111,0,"NGC 2281","nan",102.07,41.08,174.9,16.88,0.12,0.43,21.0,"nan",1.0,-4.13,0.18,-7.74,0.25,5.68,-6.69,28,558,0.06,8.92,3,8.7,4,11.0,2.0,1.0,8.55,3.0
112,0,"NGC 2301","nan",102.94,0.46,212.56,0.28,0.08,0.25,62.0,"nan",1.0,-1.5,0.2,-4.35,0.2,3.19,-3.32,32,858,0.03,9.76,3,8.31,1,11.9,2.8,1.0,8.22,3.0
113,0,"NGC 2302","nan",102.97,-7.08,219.29,-3.12,0.08,0.08,"nan","nan","nan",-2.03,0.27,-2.99,0.9,1.74,-3.16,6,1182,0.2,10.98,3,8.49,3,"nan","nan","nan",7.85,3.0
114,0,"NGC 2306","nan",103.62,-7.22,219.7,-2.62,0.08,0.17,"nan","nan","nan",-0.98,0.57,1.91,0.38,-2.15,-0.01,9,1200,0.05,10.55,2,8.85,4,"nan","nan","nan","nan","nan"
115,1,"Collinder 121","nan",103.68,-24.3,235.14,-10.14,0.23,0.53,35.3,"nan",1.0,-3.87,0.34,4.08,0.35,-5.34,-1.75,19,1100,0.04,10.33,2,7.08,-1,30.6,4.2,1.0,7.05,3.0
116,0,"NGC 2311","nan",104.44,-4.61,217.75,-0.7,0.07,0.15,"nan","nan","nan",-3.2,1.17,2.77,1.34,-3.93,-1.58,7,2000,0.2,12.12,2,8.6,2,"nan","nan","nan",8.6,1.0
117,0,"NGC 2319","nan",105.18,3.04,211.28,3.44,0.08,0.2,"nan","nan","nan",-0.54,0.48,-1.55,0.59,1.14,-1.19,7,1100,0.05,10.36,2,8.61,2,"nan","nan","nan","nan","nan"
118,0,"NGC 2323","M 50",105.67,-8.37,221.66,-1.33,0.1,0.37,"nan","nan","nan",0.34,0.23,-1.58,0.26,1.56,-0.42,40,881,0.21,10.38,3,8.13,4,9.5,4.0,1.0,8.1,3.0
119,0,"VDB 92, vdBergh 92","nan",105.97,-11.49,224.57,-2.49,0.08,0.2,17.33,0.65,3.0,-5.22,0.46,2.52,0.45,-4.63,-3.49,9,1500,0.25,11.65,2,7.59,1,"nan","nan","nan","nan","nan"
120,0,"NGC 2335","nan",106.71,-10.03,223.6,-1.18,0.09,0.25,"nan","nan","nan",1.45,0.38,-3.31,0.61,3.61,-0.23,9,1417,0.39,11.97,3,8.08,2,"nan","nan","nan",8.21,3.0
121,0,"Ruprecht 12","nan",106.83,-28.22,239.97,-9.29,0.1,0.17,"nan","nan","nan",-3.77,0.99,1.34,0.88,-2.85,-2.81,5,900,0.05,9.93,2,7.56,1,"nan","nan","nan","nan","nan"
122,1,"NGC 2343","nan",107.02,-10.62,224.27,-1.18,0.07,0.12,"nan","nan","nan",-0.55,0.29,2.07,0.84,-2.09,0.46,6,1056,0.12,10.49,3,8.23,1,"nan","nan","nan",7.1,3.0
123,1,"NGC 2345","nan",107.07,-13.19,226.57,-2.32,0.07,0.12,"nan","nan","nan",-1.13,0.33,0.03,0.6,-0.55,-0.99,7,2251,0.68,13.87,3,7.74,1,"nan","nan","nan",7.85,3.0
124,0,"Haffner 23","nan",107.32,-16.92,230.0,-3.81,0.1,0.2,"nan","nan","nan",-3.7,0.62,-0.63,0.41,-1.13,-3.58,12,1000,0.1,10.31,2,8.84,3,"nan","nan","nan","nan","nan"
125,0,"Alessi 21","nan",107.7,-9.34,223.44,0.0,0.1,0.5,38.8,"nan",1.0,-3.65,0.36,3.04,0.37,-4.38,-1.83,17,500,0.07,8.71,2,7.47,1,"nan","nan","nan","nan","nan"
126,1,"Collinder 132","nan",108.39,-31.03,243.13,-9.3,0.1,0.3,28.0,"nan",1.0,-5.9,0.44,5.09,1.05,-7.17,-3.05,7,411,0.02,8.13,3,7.51,1,26.0,2.0,1.0,7.02,3.0
127,0,"NGC 2354","nan",108.52,-25.69,238.36,-6.81,0.1,0.18,"nan","nan","nan",-5.41,0.93,-1.14,0.64,-1.43,-5.34,10,3794,0.29,13.79,3,8.1,1,33.4,0.3,1.0,8.14,3.0
128,1,"NGC 2353","nan",108.63,-10.27,224.69,0.38,0.1,0.25,22.3,10.3,2.0,-2.81,0.38,0.94,0.39,-2.14,-2.05,15,1119,0.07,10.46,3,7.05,1,32.6,0.5,1.0,7.97,3.0
129,0,"Alessi 3","nan",109.08,-46.61,257.84,-15.37,0.15,0.55,"nan","nan","nan",-11.63,0.39,12.61,0.53,-16.19,-5.66,14,288,0.11,7.64,1,8.87,3,"nan","nan","nan",8.7,1.0
130,0,"NGC 2358","nan",109.23,-17.15,231.05,-2.3,0.08,0.27,"nan","nan","nan",-0.4,0.45,-1.17,0.41,0.85,-0.9,16,630,0.02,9.06,2,8.72,3,"nan","nan","nan","nan","nan"
131,1,"Basel 11A","nan",109.27,-13.97,228.25,-0.78,0.06,0.15,"nan","nan","nan",-2.49,0.91,1.0,0.79,-2.05,-1.74,3,1500,0.18,11.44,2,7.42,2,"nan","nan","nan",7.82,3.0
132,0,"NGC 2360","nan",109.42,-15.64,229.8,-1.43,0.1,0.25,25.47,0.78,12.0,-2.62,0.3,4.89,0.32,-5.55,-0.04,31,1887,0.11,11.72,3,8.59,10,27.3,7.0,1.0,8.75,3.0
133,1,"Collinder 135","nan",109.45,-37.16,249.12,-11.19,0.2,1.1,15.35,2.2,4.0,-10.7,0.26,5.31,0.34,-9.42,-7.34,43,319,0.04,7.64,3,7.54,2,18.1,4.5,1.0,7.41,3.0
134,0,"NGC 2362","nan",109.66,-24.99,238.2,-5.57,0.06,0.25,25.33,8.88,3.0,-2.25,0.34,2.47,0.34,-3.23,-0.86,22,1389,0.1,11.02,3,6.64,-1,42.2,0.2,1.0,6.91,3.0
135,0,"NGC 2367","nan",110.02,-21.89,235.6,-3.84,0.06,0.17,45.33,7.01,4.0,-2.25,0.75,4.91,0.46,-5.39,0.29,7,2004,0.33,12.53,3,7.01,-1,41.0,8.0,1.0,6.74,3.0
136,1,"Collinder 140","nan",110.82,-32.06,245.0,-7.91,0.2,0.5,22.93,0.83,3.0,-8.5,0.31,3.67,0.4,-7.14,-5.89,16,402,0.03,8.11,3,7.57,2,22.9,1.4,1.0,7.55,3.0
137,0,"NGC 2374","nan",110.98,-13.26,228.41,1.02,0.1,0.27,"nan","nan","nan",-3.85,0.21,-1.14,0.36,-0.82,-3.93,23,1468,0.09,11.11,3,8.68,8,27.2,0.1,1.0,8.46,3.0
138,1,"NGC 2383","nan",111.16,-20.95,235.27,-2.47,0.06,0.1,"nan","nan","nan",-6.84,1.01,3.7,0.91,-6.49,-4.28,7,1655,0.21,11.74,3,8.64,1,"nan","nan","nan",7.17,3.0
139,1,"NGC 2384","nan",111.28,-21.02,235.38,-2.4,0.08,0.13,49.54,4.53,5.0,-5.89,0.86,2.86,0.51,-5.3,-3.84,5,2116,0.26,12.43,3,7.13,1,51.0,7.0,1.0,6.9,3.0
140,0,"Trumpler 7","nan",111.84,-23.95,238.21,-3.34,0.07,0.15,32.87,2.87,3.0,-2.26,0.66,3.07,0.92,-3.77,-0.54,8,1474,0.27,11.68,3,7.72,1,34.0,6.0,1.0,7.43,3.0
141,0,"NGC 2396","nan",112.0,-11.72,227.52,2.63,0.09,0.22,17.7,"nan",1.0,-2.0,0.4,-1.4,0.33,0.28,-2.43,15,588,0.05,9.0,1,8.52,1,"nan","nan","nan","nan","nan"
142,1,"Bochum 5","nan",112.75,-16.93,232.45,0.77,0.08,0.22,41.0,"nan",1.0,-2.11,0.52,-0.66,0.65,-0.44,-2.17,11,2000,0.4,12.74,2,8.45,1,16.0,2.5,1.0,7.55,1.0
143,1,"Bochum 4","nan",112.9,-17.19,232.75,0.77,0.06,0.13,16.0,"nan",1.0,-1.69,0.58,0.49,0.41,-1.24,-1.25,7,872,0.19,10.29,3,7.25,-1,"nan","nan","nan",7.54,3.0
144,0,"NGC 2413","nan",113.28,-13.04,229.28,3.09,0.09,0.2,"nan","nan","nan",-2.01,0.59,0.99,0.25,-1.84,-1.29,8,440,0.04,8.34,2,8.46,1,"nan","nan","nan","nan","nan"
145,0,"NGC 2414","nan",113.31,-15.45,231.41,1.95,0.06,0.12,65.6,1.6,2.0,-2.42,0.61,1.65,0.76,-2.61,-1.32,7,2888,0.56,14.04,3,6.94,-2,68.7,5.6,1.0,6.86,3.0
146,0,"NGC 2421","nan",114.06,-20.61,236.27,0.07,0.07,0.15,"nan","nan","nan",-3.37,0.45,4.43,0.59,-5.51,-0.78,10,2181,0.45,13.09,3,7.41,1,"nan","nan","nan",7.37,3.0
147,0,"NGC 2422","nan",114.15,-14.48,230.95,3.13,0.13,0.51,36.72,2.92,13.0,-6.91,0.2,1.87,0.22,-4.99,-5.13,45,491,0.07,8.67,3,8.12,5,34.6,11.0,1.0,7.86,3.0
148,0,"NGC 2423","nan",114.27,-13.87,230.48,3.53,0.11,0.46,21.67,2.54,9.0,-0.3,0.22,-2.28,0.19,1.85,-1.37,64,766,0.1,9.73,3,8.98,28,18.1,0.4,1.0,8.87,3.0
149,0,"Ruprecht 26","nan",114.3,-15.65,232.05,2.69,0.1,0.2,15.0,"nan",1.0,-3.38,0.46,-1.34,0.41,-0.48,-3.6,13,1440,0.1,11.1,2,7.49,1,"nan","nan","nan","nan","nan"
150,1,"Melotte 71","nan",114.37,-12.07,228.95,4.49,0.07,0.15,"nan","nan","nan",-3.59,0.49,6.26,0.43,-7.22,-0.11,10,3154,0.11,12.84,3,8.37,-3,"nan","nan","nan",8.37,3.0
151,0,"Ruprecht 27","nan",114.37,-26.53,241.58,-2.57,0.09,0.18,"nan","nan","nan",-3.65,0.5,2.65,0.94,-4.09,-1.89,6,560,0.15,9.21,2,8.41,-1,"nan","nan","nan","nan","nan"
152,0,"NGC 2428","nan",114.85,-16.53,233.08,2.72,0.07,0.12,"nan","nan","nan",-2.02,0.47,1.12,0.46,-1.97,-1.21,14,2100,0.05,11.77,2,8.68,2,"nan","nan","nan","nan","nan"
153,0,"NGC 2430","nan",114.9,-16.35,232.94,2.85,0.07,0.12,"nan","nan","nan",-4.07,0.48,1.28,0.69,-3.11,-2.92,7,650,0.17,9.59,2,8.68,1,"nan","nan","nan","nan","nan"
154,0,"ESO 493-03","nan",114.93,-27.29,242.48,-2.51,0.08,0.15,"nan","nan","nan",0.44,0.64,2.31,0.57,-1.8,1.52,8,1400,0.1,11.04,2,8.6,1,"nan","nan","nan","nan","nan"
155,0,"Haffner 13","nan",115.12,-30.08,245.0,-3.73,0.1,0.48,68.0,"nan",1.0,-6.44,0.42,5.4,0.45,-7.86,-2.97,18,714,0.05,9.42,1,7.51,1,"nan","nan","nan","nan","nan"
156,0,"NGC 2439","nan",115.18,-31.69,246.43,-4.47,0.09,0.18,"nan","nan","nan",-1.94,0.78,2.21,0.55,-2.88,-0.61,7,3855,0.4,14.17,3,6.82,1,64.3,0.7,1.0,7.25,3.0
157,1,"NGC 2432","nan",115.32,-19.15,235.58,1.82,0.08,0.2,14.4,"nan",1.0,-3.68,0.72,1.62,0.78,-3.23,-2.4,7,2030,0.12,11.91,2,8.18,1,14.4,"nan",1.0,8.8,1.0
158,0,"Ruprecht 151","nan",115.32,-16.29,233.09,3.23,0.08,0.2,"nan","nan","nan",-4.3,0.39,2.1,0.42,-3.94,-2.71,18,2100,0.2,12.23,2,8.49,3,"nan","nan","nan","nan","nan"
159,1,"NGC 2451A","nan",115.32,-38.53,252.5,-7.69,0.75,1.65,21.71,4.98,8.0,-21.8,0.25,15.09,0.28,-23.71,-11.87,26,188,0.0,6.37,5,7.76,1,27.0,"nan",4.0,7.65,3.0
160,0,"NGC 2437","M 46",115.42,-14.81,231.85,4.05,0.12,0.38,48.09,"nan",1.0,-4.22,0.18,1.2,0.17,-3.12,-3.09,76,1375,0.15,11.16,3,8.16,6,48.1,0.1,1.0,8.39,3.0
161,0,"Ruprecht 31","nan",115.74,-35.6,250.09,-5.98,0.06,0.13,"nan","nan","nan",-4.73,1.97,2.2,1.18,-4.23,-3.05,4,480,0.09,8.69,2,8.56,1,"nan","nan","nan","nan","nan"
162,1,"NGC 2451B","nan",116.11,-37.67,252.05,-6.73,0.2,0.4,13.7,7.13,3.0,-10.11,0.59,4.2,0.5,-8.61,-6.77,11,430,0.05,8.32,2,7.88,1,27.0,"nan",4.0,7.65,1.0
163,0,"NGC 2447","M 93",116.14,-23.86,240.05,0.15,0.1,0.32,21.31,0.67,11.0,-3.76,0.27,3.91,0.21,-5.27,-1.3,64,1037,0.05,10.23,3,8.76,29,21.7,0.7,1.0,8.59,3.0
164,0,"NGC 2448","nan",116.14,-24.68,240.76,-0.26,0.12,0.3,15.0,"nan",1.0,-3.8,0.44,4.69,0.38,-5.96,-0.95,17,1040,0.02,10.15,2,7.19,1,"nan","nan","nan","nan","nan"
165,0,"Ruprecht 34","nan",116.47,-20.38,237.19,2.15,0.06,0.16,"nan","nan","nan",-2.73,0.78,-2.1,0.84,0.45,-3.41,6,800,0.1,9.82,2,8.9,1,"nan","nan","nan","nan","nan"
166,0,"Haffner 16","nan",117.58,-25.46,242.09,0.47,0.05,0.11,65.8,"nan",1.0,-5.51,0.72,0.62,1.1,-3.34,-4.43,6,3165,0.18,13.06,3,7.51,-1,"nan","nan","nan",7.08,3.0
167,0,"NGC 2477","nan",118.03,-38.53,253.56,-5.84,0.1,0.22,"nan","nan","nan",-0.23,0.56,1.83,0.29,-1.7,0.72,13,1222,0.28,11.3,3,8.61,3,7.0,4.0,1.0,8.49,3.0
168,0,"ESO 123-26","nan",118.05,-60.36,273.11,-16.32,0.1,0.22,"nan","nan","nan",-1.41,0.59,7.56,0.77,-7.4,2.11,13,550,0.13,9.1,2,8.33,1,"nan","nan","nan","nan","nan"
169,0,"NGC 2467","nan",118.06,-26.44,243.15,0.34,0.08,0.2,55.75,9.68,4.0,-3.93,0.83,1.68,0.4,-3.46,-2.52,9,1355,0.34,11.71,3,8.05,3,66.0,11.0,1.0,7.1,3.0
170,0,"NGC 2479","nan",118.77,-17.71,235.98,5.37,0.07,0.15,"nan","nan","nan",-0.94,1.0,1.93,1.32,-2.14,0.18,6,1200,0.1,10.71,2,8.99,3,"nan","nan","nan","nan","nan"
171,0,"NGC 2482","nan",118.8,-24.26,241.62,2.03,0.08,0.22,"nan","nan","nan",-5.66,0.37,0.75,0.47,-3.57,-4.46,20,1343,0.09,10.92,3,8.48,4,"nan","nan","nan",8.6,3.0
172,0,"NGC 2483","nan",118.9,-27.9,244.79,0.23,0.07,0.14,"nan","nan","nan",-2.24,1.31,1.55,0.8,-2.49,-1.11,5,1659,0.3,12.03,3,7.49,1,"nan","nan","nan",7.09,3.0
173,1,"Trumpler 9","nan",118.92,-25.88,243.07,1.29,0.06,0.1,"nan","nan","nan",-1.85,0.75,0.89,1.31,-1.72,-1.12,4,2289,0.19,12.39,3,7.99,1,"nan","nan","nan",8.0,3.0
174,0,"NGC 2489","nan",119.07,-30.06,246.71,-0.77,0.06,0.11,"nan","nan","nan",-4.05,2.09,-0.97,0.81,-1.27,-3.97,3,3700,0.37,13.99,3,7.25,-1,"nan","nan","nan",7.26,3.0
175,0,"NGC 2516","nan",119.52,-60.75,273.81,-15.85,0.2,0.7,18.53,1.61,17.0,-4.13,0.41,10.15,0.22,-10.91,1.04,53,346,0.07,7.91,5,8.08,3,22.7,0.4,1.0,8.1,3.0
176,0,"Ruprecht 44","nan",119.71,-28.58,245.74,0.48,0.07,0.14,"nan","nan","nan",-5.4,1.04,0.17,0.84,-2.97,-4.51,9,4655,0.62,15.26,3,7.33,3,"nan","nan","nan",6.94,3.0
177,0,"Ruprecht 43","nan",119.82,-28.9,246.06,0.39,0.08,0.15,"nan","nan","nan",-3.57,0.46,-0.08,0.62,-1.8,-3.08,9,1300,0.27,11.41,2,8.47,2,"nan","nan","nan","nan","nan"
178,1,"NGC 2506","nan",120.0,-10.77,230.56,9.93,0.08,0.2,"nan","nan","nan",-5.87,0.76,1.79,0.68,-4.51,-4.17,9,3460,0.08,12.94,3,9.05,-3,94.0,10.0,1.0,9.05,3.0
179,0,"Ruprecht 47","nan",120.58,-31.07,248.25,-0.19,0.08,0.15,59.7,"nan",1.0,-0.74,1.06,-0.04,0.76,-0.36,-0.65,7,3006,0.25,13.16,4,8.07,1,"nan","nan","nan",7.89,4.0
180,0,"NGC 2527","nan",121.24,-28.15,246.09,1.85,0.12,0.5,135.1,"nan",1.0,-5.36,0.32,6.61,0.29,-8.45,-1.0,47,601,0.04,9.02,3,8.85,12,"nan","nan","nan",8.65,3.0
181,0,"ESO 430-18","nan",121.71,-30.84,248.57,0.75,0.08,0.2,"nan","nan","nan",-7.91,0.81,-0.81,0.52,-3.58,-7.1,12,830,0.0,9.6,2,9.05,3,"nan","nan","nan","nan","nan"
182,0,"Vel OB2","nan",122.38,-47.9,263.28,-7.99,0.5,1.2,15.45,3.2,6.0,-6.1,0.22,8.85,0.22,-10.74,-0.46,68,411,0.03,8.16,7,7.26,1,"nan","nan","nan","nan","nan"
183,0,"NGC 2547","nan",122.53,-49.22,264.46,-8.6,0.13,0.3,14.78,1.94,9.0,-8.95,0.27,4.08,0.36,-8.21,-5.42,15,457,0.04,8.42,3,7.7,1,14.4,1.2,1.0,7.56,3.0
184,0,"NGC 2539","nan",122.67,-12.84,233.73,11.11,0.15,0.5,26.12,1.7,10.0,-3.37,0.23,-1.87,0.26,-0.16,-3.85,54,1363,0.08,10.92,3,8.75,9,29.3,0.4,1.0,8.57,3.0
185,0,"Ruprecht 53","nan",122.7,-27.0,245.81,3.56,0.08,0.18,"nan","nan","nan",-1.11,0.84,0.32,0.55,-0.87,-0.76,11,1700,0.11,11.49,2,8.59,3,"nan","nan","nan","nan","nan"
186,0,"NGC 2546","nan",122.98,-37.61,254.83,-2.05,0.25,0.61,36.0,"nan",1.0,-5.21,0.19,4.57,0.22,-6.68,-1.85,68,919,0.13,10.22,3,7.92,9,16.0,2.0,1.0,7.87,3.0
187,0,"Ruprecht 55","nan",123.12,-32.58,250.69,0.81,0.07,0.2,95.33,2.57,3.0,-5.06,0.72,1.32,0.57,-3.89,-3.5,11,4892,0.56,15.18,3,6.97,1,96.2,3.0,1.0,6.85,3.0
188,1,"Ruprecht 56","nan",123.13,-40.47,257.29,-3.52,0.11,0.36,"nan","nan","nan",-9.71,0.54,5.75,0.76,-10.13,-4.97,5,410,0.12,8.44,2,8.7,1,"nan","nan","nan","nan","nan"
189,0,"NGC 2548","nan",123.43,-5.75,227.87,15.39,0.25,0.73,"nan","nan","nan",-0.78,0.16,1.55,0.14,-1.73,0.11,87,769,0.03,9.52,3,8.75,37,5.0,6.0,1.0,8.56,3.0
190,0,"VDBH 23, vdBergh-Hagen 23","nan",123.52,-36.36,254.02,-1.0,0.11,0.32,17.4,0.6,2.0,-7.47,0.28,7.12,0.35,-10.06,-2.28,14,437,0.05,8.36,1,7.14,1,24.0,8.0,1.0,7.1,1.0
191,0,"Haffner 26","nan",123.91,-30.83,249.6,2.34,0.1,0.1,"nan","nan","nan",-4.54,1.0,4.31,0.93,-6.11,-1.38,3,1000,0.08,10.25,2,7.47,1,"nan","nan","nan","nan","nan"
192,0,"NGC 2567","nan",124.63,-30.64,249.79,2.96,0.07,0.17,"nan","nan","nan",-1.52,0.65,2.97,0.48,-3.31,0.41,16,1677,0.13,11.53,3,8.64,5,"nan","nan","nan",8.47,3.0
193,0,"NGC 2571","nan",124.74,-29.75,249.1,3.53,0.1,0.3,"nan","nan","nan",-2.92,0.59,4.75,0.56,-5.57,0.25,14,1339,0.14,11.07,3,7.22,-1,"nan","nan","nan",7.51,3.0
194,0,"Collinder 185","nan",125.83,-36.33,255.05,0.56,0.08,0.14,"nan","nan","nan",-6.53,0.49,2.83,0.45,-6.06,-3.73,7,1486,0.21,11.51,4,8.18,1,"nan","nan","nan",8.11,4.0
195,0,"VDBH 34, vdBergh-Hagen 34","nan",127.81,-44.5,262.57,-2.97,0.09,0.25,"nan","nan","nan",-7.81,0.49,4.02,0.71,-7.85,-3.94,5,950,0.03,9.98,2,8.48,2,24.0,5.0,1.0,"nan","nan"
196,0,"Pismis 4","nan",128.65,-44.48,262.91,-2.47,0.1,0.4,"nan","nan","nan",-5.55,0.44,5.75,0.29,-7.93,-1.02,16,593,0.01,8.9,3,8.11,2,"nan","nan","nan",7.53,3.0
197,0,"NGC 2627","nan",129.31,-29.95,251.58,6.65,0.08,0.13,"nan","nan","nan",-1.25,0.97,4.24,1.13,-4.15,1.53,6,2034,0.09,11.82,3,8.71,1,"nan","nan","nan",8.57,3.0
198,0,"Ruprecht 64","nan",129.33,-40.15,259.75,0.53,0.18,0.62,21.0,"nan",1.0,-6.14,0.28,5.97,0.28,-8.47,-1.28,40,800,0.06,9.7,2,8.45,6,"nan","nan","nan","nan","nan"
199,0,"Pismis 6","nan",129.76,-46.23,264.78,-2.91,0.08,0.15,16.76,4.0,3.0,-7.05,0.61,6.48,0.45,-9.43,-1.67,6,1668,0.38,12.29,3,7.58,1,20.8,3.0,1.0,7.28,3.0
200,0,"Ruprecht 65","nan",129.81,-44.05,263.07,-1.56,0.08,0.24,"nan","nan","nan",-7.37,0.57,4.16,0.55,-7.79,-3.32,10,500,0.07,8.71,2,8.57,1,"nan","nan","nan","nan","nan"
201,1,"NGC 2632","Praesepe, M 44",130.09,19.69,205.89,32.48,0.6,3.0,33.57,1.21,70.0,-35.9,0.13,-12.88,0.11,-0.35,-38.14,92,187,0.01,6.39,3,8.9,19,34.4,0.6,1.0,8.86,3.0
202,0,"IC 2391","nan",130.14,-53.03,270.36,-6.83,0.35,1.25,16.04,2.53,18.0,-24.19,0.49,23.48,0.41,-33.33,-5.08,24,176,0.01,6.26,3,7.88,2,16.4,3.0,1.0,7.66,3.0
203,0,"Ruprecht 67","nan",130.41,-43.37,262.79,-0.8,0.06,0.12,"nan","nan","nan",-9.95,0.88,2.23,0.94,-7.87,-6.48,6,1504,0.43,12.22,3,8.38,2,-15.4,0.8,1.0,8.26,3.0
204,1,"Mamajek 1","nan",130.53,-79.03,292.48,-21.65,0.13,0.4,15.05,1.05,2.0,-30.05,0.42,27.57,0.21,-39.3,-10.88,3,105,0.0,5.11,2,6.9,-3,16.1,0.5,1.0,6.9,1.0
205,0,"IC 2395","nan",130.62,-48.11,266.63,-3.59,0.1,0.35,25.0,17.0,2.0,-4.34,0.38,2.42,0.35,-4.58,-1.94,15,709,0.07,9.47,3,7.08,1,0.5,2.0,1.0,7.22,3.0
206,0,"NGC 2659","nan",130.65,-44.98,264.17,-1.65,0.07,0.12,"nan","nan","nan",-5.05,0.97,3.54,0.99,-5.9,-1.8,5,1713,0.51,12.75,3,7.23,-1,"nan","nan","nan",6.89,3.0
207,0,"Bochum 7","nan",131.2,-45.97,265.19,-1.96,0.09,0.19,"nan","nan","nan",-3.74,0.59,3.93,0.78,-5.4,-0.49,6,5754,0.86,16.47,4,7.08,1,"nan","nan","nan",7.0,4.0
208,0,"NGC 2670","nan",131.37,-48.8,267.48,-3.63,0.06,0.14,"nan","nan","nan",-11.97,1.03,4.86,0.71,-11.24,-6.36,5,1188,0.43,11.71,3,8.1,1,"nan","nan","nan",7.69,3.0
209,1,"NGC 2669","nan",131.61,-52.93,270.82,-6.07,0.08,0.25,"nan","nan","nan",-5.87,0.7,1.78,0.75,-5.04,-3.5,11,1046,0.18,10.66,3,7.97,2,"nan","nan","nan",7.93,3.0
