"Seq","n_Seq","Name","OName","RAdeg","DEJ2000","GLON","GLAT","Rco","Rcl","RV","e_RV","n_RV","pmRA","e_pmRA","pmDE","e_pmDE","pmGLON","pmGLAT","N1s","Dist","E(B-V)","V-Mv","r_Dist","logt","o_logt","RVref","e_RVref","r_RVref","logtref","r_logtref"
210,0,"Trumpler 10","nan",131.92,-42.45,262.76,0.64,0.2,0.75,15.0,15.0,2.0,-11.9,0.26,6.05,0.25,-12.18,-5.46,33,417,0.03,8.19,3,7.38,1,25.0,3.5,1.0,7.54,3.0
211,0,"Ruprecht 71","nan",132.34,-46.85,266.37,-1.9,0.07,0.16,"nan","nan","nan",-2.48,0.48,5.58,0.52,-5.89,1.6,10,1300,0.05,10.73,2,8.78,4,"nan","nan","nan","nan","nan"
212,1,"NGC 2682","M 67",132.85,11.8,215.7,31.92,0.12,0.31,32.3,1.1,33.0,-8.31,0.26,-4.81,0.22,0.89,-9.56,27,908,0.06,9.98,3,9.41,-3,33.8,1.3,1.0,9.41,3.0
213,0,"VDBH 56, vdBergh-Hagen 56","nan",134.28,-43.25,264.48,1.46,0.09,0.3,-18.0,"nan",1.0,-4.88,0.44,6.08,0.38,-7.79,0.25,14,680,0.2,9.78,2,7.24,1,"nan","nan","nan","nan","nan"
214,0,"Collinder 205","Markarian 18",135.13,-48.99,269.21,-1.85,0.06,0.16,20.0,5.58,4.0,-3.65,0.76,6.63,0.6,-7.39,1.61,7,1500,0.77,13.27,4,7.03,1,8.5,2.0,1.0,7.0,4.0
215,0,"ESO 165-09","nan",136.3,-55.96,274.92,-5.93,0.1,0.15,"nan","nan","nan",-10.15,0.53,10.47,1.02,-14.57,-0.61,4,450,0.05,8.42,2,8.96,2,"nan","nan","nan","nan","nan"
216,1,"Platais 8","nan",136.95,-59.14,277.54,-7.79,0.6,3.0,17.32,3.09,5.0,-15.83,0.4,14.8,0.33,-21.59,-1.89,86,150,0.0,5.88,2,7.75,1,"nan","nan","nan",7.78,1.0
217,0,"ESO 166-04","nan",137.62,-53.89,273.9,-3.97,0.06,0.16,"nan","nan","nan",-7.14,0.69,7.91,0.77,-10.65,0.15,8,885,0.15,10.2,2,8.45,1,"nan","nan","nan","nan","nan"
218,1,"Platais 9","nan",138.54,-44.14,267.21,3.15,1.0,3.3,17.83,1.48,3.0,-24.53,0.32,12.01,0.27,-25.61,-9.48,32,200,0.0,6.51,2,8.09,2,"nan","nan","nan",8.0,1.0
219,1,"VDBH 66, vdBergh-Hagen 66","nan",141.33,-54.72,276.0,-3.01,0.08,0.13,"nan","nan","nan",-3.74,0.92,5.79,0.89,-6.72,1.54,6,7000,0.3,15.15,1,7.48,1,"nan","nan","nan",8.9,1.0
220,0,"IC 2488","nan",141.91,-57.0,277.83,-4.42,0.1,0.3,"nan","nan","nan",-7.03,0.41,5.82,0.28,-9.1,-0.68,24,1134,0.23,10.99,3,8.53,4,-2.63,0.1,1.0,8.11,3.0
221,0,"Ruprecht 78","nan",142.29,-53.7,275.7,-1.88,0.05,0.16,"nan","nan","nan",-9.23,0.36,5.51,0.71,-10.49,-2.35,7,1641,0.35,12.16,3,7.14,1,"nan","nan","nan",7.99,3.0
222,0,"NGC 2910","nan",142.62,-52.92,275.31,-1.18,0.06,0.11,"nan","nan","nan",-8.96,0.42,4.62,0.4,-9.69,-2.76,9,2607,0.34,13.14,3,7.46,1,"nan","nan","nan",8.2,3.0
223,1,"Turner 5","nan",143.13,-36.47,264.23,11.05,0.6,1.65,"nan","nan","nan",0.0,0.33,-3.73,0.3,2.58,-2.69,42,400,0.1,8.32,2,8.49,4,"nan","nan","nan","nan","nan"
224,0,"NGC 2925","nan",143.29,-53.37,275.91,-1.23,0.09,0.3,"nan","nan","nan",-8.94,0.49,5.7,0.4,-10.44,-1.87,23,774,0.08,9.69,4,8.05,1,"nan","nan","nan",7.85,4.0
225,1,"Ruprecht 79","nan",145.24,-53.85,277.09,-0.82,0.08,0.2,34.89,10.31,3.0,-10.35,1.2,1.24,1.31,-8.61,-5.87,7,1979,0.74,13.78,3,7.84,1,21.4,1.2,1.0,7.09,3.0
226,0,"Ruprecht 80","nan",145.51,-44.02,270.75,6.71,0.06,0.13,"nan","nan","nan",-13.73,0.79,6.64,0.54,-14.7,-4.06,6,2500,0.3,12.92,2,8.33,1,"nan","nan","nan","nan","nan"
227,1,"Ruprecht 82","nan",146.44,-54.0,277.73,-0.47,0.06,0.1,"nan","nan","nan",-8.65,1.17,3.6,1.18,-8.93,-2.83,5,2455,0.29,12.85,4,8.5,-3,"nan","nan","nan",8.5,4.0
228,0,"NGC 3033","nan",147.15,-56.42,279.59,-2.07,0.06,0.14,"nan","nan","nan",-3.55,1.21,4.13,1.04,-5.37,0.92,6,922,0.33,10.85,3,8.62,2,"nan","nan","nan",7.84,3.0
229,0,"Ruprecht 84","nan",147.28,-65.25,285.32,-8.82,0.06,0.12,"nan","nan","nan",-8.76,1.0,0.88,0.95,-7.27,-4.96,7,1800,0.1,11.59,2,8.56,3,"nan","nan","nan","nan","nan"
230,0,"NGC 3036","nan",147.31,-62.67,283.66,-6.83,0.07,0.12,"nan","nan","nan",-7.43,0.92,-1.25,1.05,-4.91,-5.72,8,1200,0.4,11.64,2,8.61,3,"nan","nan","nan","nan","nan"
231,1,"Pismis 16","nan",147.81,-53.17,277.82,0.68,0.05,0.1,21.0,9.0,2.0,-6.28,0.87,1.4,0.75,-5.76,-2.87,4,1824,0.61,13.2,3,7.72,1,11.0,4.4,1.0,7.84,3.0
232,0,"Collinder 213","nan",148.65,-50.92,276.82,2.76,0.08,0.15,"nan","nan","nan",-3.96,0.58,2.58,0.55,-4.71,-0.44,8,1400,0.07,10.95,2,8.84,4,"nan","nan","nan","nan","nan"
233,1,"Ruprecht 85","nan",150.39,-55.02,280.15,0.16,0.06,0.1,"nan","nan","nan",-3.68,0.65,4.78,0.77,-5.81,1.61,7,1400,0.21,11.38,2,8.7,2,"nan","nan","nan","nan","nan"
234,1,"NGC 3114","nan",150.49,-60.1,283.25,-3.87,0.11,0.45,-1.42,0.91,4.0,-7.43,0.19,4.05,0.22,-8.37,-1.23,79,911,0.08,10.05,3,8.24,13,-3.52,0.25,1.0,8.08,3.0
235,1,"Loden 28","nan",150.79,-58.15,282.21,-2.21,0.09,0.2,"nan","nan","nan",-8.06,0.56,4.14,0.3,-8.94,-1.49,7,3950,0.62,14.9,2,7.3,-3,"nan","nan","nan","nan","nan"
236,0,"Loden 1","nan",151.26,-55.8,281.02,-0.17,0.07,0.18,"nan","nan","nan",-10.37,1.16,4.18,1.23,-10.84,-2.76,9,360,0.1,8.09,2,9.29,2,"nan","nan","nan","nan","nan"
237,0,"Trumpler 12","nan",151.62,-60.3,283.82,-3.7,0.07,0.11,"nan","nan","nan",-9.08,0.65,2.23,0.84,-8.66,-3.54,9,1300,0.05,10.73,2,8.81,3,"nan","nan","nan","nan","nan"
238,0,"Hogg 6","nan",151.65,-60.5,283.95,-3.85,0.05,0.09,"nan","nan","nan",-8.19,0.91,0.85,1.24,-7.13,-4.13,5,1600,0.05,11.18,2,8.61,1,"nan","nan","nan","nan","nan"
239,0,"Ruprecht 161","nan",152.19,-61.29,284.63,-4.34,0.12,0.3,"nan","nan","nan",-8.2,0.69,3.04,0.63,-8.44,-2.3,15,940,0.09,10.15,2,8.39,6,"nan","nan","nan","nan","nan"
240,0,"VDBH 91, vdBergh-Hagen 91","nan",154.32,-58.7,284.03,-1.6,0.09,0.15,"nan","nan","nan",-6.25,0.53,4.22,0.96,-7.54,0.04,6,740,0.08,9.59,2,8.21,1,"nan","nan","nan","nan","nan"
241,1,"NGC 3228","nan",155.34,-51.73,280.69,4.54,0.08,0.18,"nan","nan","nan",-13.81,0.31,0.01,0.48,-11.59,-7.5,7,499,0.03,8.58,4,8.43,1,"nan","nan","nan",8.11,4.0
242,0,"Loden 46","nan",155.79,-54.84,282.6,2.07,0.11,0.32,"nan","nan","nan",-14.11,0.62,2.98,0.49,-13.5,-5.06,18,540,0.14,9.1,2,9.03,3,"nan","nan","nan","nan","nan"
243,1,"IC 2581","nan",156.87,-57.63,284.59,0.02,0.09,0.18,-4.64,3.51,5.0,-6.77,0.64,3.7,0.84,-7.71,-0.39,7,2446,0.45,13.34,3,7.22,1,-6.0,7.0,1.0,7.14,3.0
244,0,"Ruprecht 89","nan",157.11,-58.14,284.97,-0.34,0.05,0.1,"nan","nan","nan",-6.82,1.28,4.36,1.11,-8.09,0.18,5,750,0.04,9.5,2,8.98,2,"nan","nan","nan","nan","nan"
245,0,"Loden 143","nan",157.11,-58.78,285.3,-0.89,0.1,0.35,-0.4,9.79,2.0,-11.71,0.45,1.86,0.43,-10.97,-4.5,18,600,0.1,9.2,2,8.45,1,"nan","nan","nan","nan","nan"
246,0,"Loden 89","nan",157.3,-56.78,284.35,0.87,0.07,0.3,"nan","nan","nan",-8.1,0.71,3.77,0.68,-8.88,-0.97,16,380,0.05,8.05,2,8.47,1,"nan","nan","nan","nan","nan"
247,0,"Loden 59","nan",157.57,-54.06,283.08,3.28,0.08,0.16,"nan","nan","nan",-9.54,0.64,1.28,1.14,-8.84,-3.82,6,650,0.02,9.13,2,8.45,2,"nan","nan","nan","nan","nan"
248,1,"Collinder 223","nan",157.59,-59.82,286.05,-1.65,0.06,0.15,4.7,"nan",1.0,-7.17,0.88,1.08,0.65,-6.7,-2.76,6,1686,0.18,11.69,3,8.41,2,2.0,1.0,1.0,7.78,3.0
249,1,"Ruprecht 90","nan",157.95,-58.24,285.4,-0.2,0.07,0.18,-40.0,"nan",1.0,-6.8,0.61,3.47,0.51,-7.62,-0.48,12,6000,0.32,14.88,2,7.1,2,"nan","nan","nan","nan","nan"
250,0,"Loden 112","nan",158.1,-56.7,284.68,1.17,0.08,0.14,"nan","nan","nan",-8.05,1.08,5.98,1.1,-9.97,1.07,4,2500,0.6,13.85,2,6.96,2,"nan","nan","nan","nan","nan"
251,1,"Loden 153","nan",158.67,-58.13,285.67,0.09,0.06,0.1,-10.33,2.4,3.0,-5.85,0.68,4.13,0.75,-7.13,0.65,5,2670,0.28,13.0,2,6.74,-1,"nan","nan","nan","nan","nan"
252,0,"Bochum 9","nan",158.94,-60.12,286.78,-1.57,0.08,0.16,"nan","nan","nan",-10.46,0.47,1.34,0.58,-9.74,-4.03,16,710,0.11,9.6,2,8.38,1,"nan","nan","nan","nan","nan"
253,1,"NGC 3293","nan",158.95,-58.23,285.85,0.07,0.08,0.08,-12.29,2.26,14.0,-7.64,0.54,3.08,0.62,-8.16,-1.12,9,2471,0.25,12.74,3,6.94,3,-8.0,6.6,1.0,6.97,3.0
254,0,"NGC 3324","nan",159.33,-58.64,286.22,-0.19,0.07,0.16,-8.5,"nan",1.0,-7.81,0.63,3.77,0.65,-8.65,-0.56,5,2301,0.46,13.24,3,6.72,-1,-12.0,"nan",4.0,6.78,3.0
255,0,"VDBH 99, vdBergh-Hagen 99","nan",159.46,-59.13,286.52,-0.58,0.13,0.32,6.0,3.49,4.0,-14.1,0.76,0.55,1.26,-12.56,-6.43,20,531,0.06,8.81,3,7.86,4,13.0,2.0,1.0,7.6,3.0
256,0,"NGC 3330","Harvard 4",159.7,-54.12,284.19,3.86,0.05,0.19,"nan","nan","nan",-6.02,0.43,1.86,0.55,-6.16,-1.31,12,894,0.05,9.91,3,8.3,1,"nan","nan","nan",8.23,3.0
257,0,"ESO 062-11","nan",159.73,-69.03,291.5,-9.15,0.06,0.12,"nan","nan","nan",-13.48,1.49,3.63,1.12,-13.52,-3.48,3,910,0.42,11.1,2,8.53,1,"nan","nan","nan","nan","nan"
258,0,"Melotte 101","nan",160.54,-65.1,289.86,-5.56,0.09,0.2,"nan","nan","nan",-6.09,0.48,2.45,0.64,-6.52,-0.76,14,1995,0.46,12.93,4,8.35,2,"nan","nan","nan",7.89,4.0
259,1,"IC 2602","theta Car",160.59,-64.4,289.54,-4.94,0.5,2.5,19.01,2.93,12.0,-17.16,0.37,11.11,0.29,-20.38,1.58,105,160,0.03,6.11,3,7.83,2,19.1,"nan",1.0,7.51,3.0
260,0,"Bochum 10","nan",160.6,-59.13,287.04,-0.3,0.1,0.2,-2.29,"nan",1.0,-6.61,0.63,2.56,0.6,-7.03,-0.89,14,2027,0.3,12.46,3,6.93,1,"nan","nan","nan",6.86,3.0
261,0,"Alessi 5","nan",160.78,-61.17,288.08,-2.05,0.1,0.3,12.8,8.8,2.0,-14.56,0.46,3.77,0.55,-14.61,-3.57,19,398,0.15,8.46,1,7.71,2,"nan","nan","nan",7.6,1.0
262,1,"Collinder 228","nan",160.95,-60.09,287.64,-1.06,0.09,0.35,-13.46,3.27,24.0,-6.66,0.39,1.93,0.48,-6.78,-1.43,21,1909,0.26,12.21,3,6.68,-1,-24.2,2.5,1.0,6.86,3.0
263,1,"Trumpler 14","nan",160.98,-59.55,287.4,-0.58,0.07,0.1,-15.0,"nan",1.0,-3.91,0.54,3.65,0.65,-5.17,1.38,5,2753,0.45,13.59,3,6.67,-1,-14.0,"nan",4.0,6.84,3.0
264,1,"Trumpler 15","nan",161.17,-59.37,287.41,-0.37,0.08,0.08,"nan","nan","nan",-2.08,0.93,3.53,0.7,-3.49,2.15,6,2117,0.45,13.02,3,7.08,1,-11.6,5.8,1.0,6.91,3.0
265,1,"Trumpler 16","eta Car",161.29,-59.72,287.62,-0.65,0.06,0.12,-25.0,"nan",1.0,-11.1,0.39,4.02,0.45,-11.69,-1.62,4,2842,0.52,13.88,3,6.9,1,-20.0,5.0,1.0,6.78,3.0
266,0,"Ruprecht 91","nan",161.91,-57.47,286.87,1.49,0.09,0.15,7.3,"nan",1.0,-11.1,0.48,3.11,0.91,-11.29,-2.32,8,900,0.01,9.8,2,8.63,2,"nan","nan","nan","nan","nan"
267,0,"Loden 189","nan",162.58,-56.42,286.72,2.59,0.1,0.28,"nan","nan","nan",-5.73,0.74,2.91,0.84,-6.43,0.03,14,720,0.13,9.69,2,8.64,2,"nan","nan","nan","nan","nan"
268,0,"Ruprecht 92","nan",163.29,-61.71,289.39,-1.98,0.07,0.18,"nan","nan","nan",-2.05,0.74,0.5,0.69,-2.06,-0.45,14,2362,0.46,13.29,3,7.53,1,"nan","nan","nan",7.8,3.0
269,0,"ESO 128-16","nan",163.42,-58.24,287.93,1.16,0.06,0.16,"nan","nan","nan",-2.57,0.63,6.1,0.52,-4.98,4.36,15,900,0.03,9.86,2,8.92,5,"nan","nan","nan","nan","nan"
270,0,"Trumpler 17","nan",164.1,-59.2,288.66,0.45,0.06,0.11,"nan","nan","nan",-2.2,0.72,5.7,0.56,-4.43,4.21,5,2189,0.6,13.56,3,7.51,1,"nan","nan","nan",7.71,3.0
271,0,"Collinder 236","nan",164.32,-61.11,289.58,-1.23,0.08,0.2,"nan","nan","nan",-3.57,0.5,3.02,0.51,-4.52,1.21,17,800,0.07,9.73,2,8.37,1,"nan","nan","nan","nan","nan"
272,0,"Bochum 12","nan",164.35,-61.72,289.85,-1.78,0.06,0.12,-3.79,"nan",1.0,-3.08,0.51,-2.32,0.58,-1.8,-3.41,6,2218,0.24,12.47,4,7.68,2,"nan","nan","nan",7.61,4.0
273,0,"NGC 3496","nan",164.89,-60.39,289.53,-0.46,0.07,0.15,-51.4,"nan",1.0,-7.3,0.6,2.08,0.56,-7.5,-1.16,10,990,0.47,11.44,3,8.62,2,"nan","nan","nan",8.47,3.0
274,0,"Pismis 17","nan",165.27,-59.87,289.48,0.09,0.08,0.17,61.7,"nan",1.0,-6.27,0.43,3.12,0.62,-7.0,0.26,13,3504,0.47,14.18,3,7.32,2,"nan","nan","nan",7.02,3.0
275,0,"Ruprecht 93","nan",166.09,-61.37,290.46,-1.11,0.06,0.13,"nan","nan","nan",-3.89,0.85,0.39,0.9,-3.72,-1.2,19,1437,0.23,11.5,3,8.64,8,"nan","nan","nan",8.19,3.0
276,0,"NGC 3532","nan",166.5,-58.73,289.6,1.39,0.2,0.6,-3.04,3.81,5.0,-10.54,0.23,4.57,0.17,-11.49,0.03,110,497,0.04,8.61,3,8.45,16,3.4,0.3,1.0,8.49,3.0
277,0,"Loden 306","nan",166.5,-61.13,290.55,-0.82,0.08,0.2,-33.0,"nan",1.0,-6.95,0.67,0.34,0.55,-6.52,-2.44,14,2000,0.24,12.25,2,6.76,-1,"nan","nan","nan","nan","nan"
278,1,"Feinstein 1","nan",166.75,-59.82,290.15,0.44,0.1,0.4,-13.43,8.91,3.0,-6.57,0.38,2.26,0.41,-6.93,-0.49,32,1159,0.42,11.62,4,6.97,1,1.0,"nan",4.0,7.0,4.0
279,1,"VDBH 111, vdBergh-Hagen 111","nan",167.31,-63.83,291.95,-3.16,0.11,0.11,"nan","nan","nan",-9.64,1.27,0.95,1.1,-9.26,-2.83,5,2700,0.25,12.93,2,8.35,-3,"nan","nan","nan","nan","nan"
280,1,"Loden 309","nan",167.41,-60.58,290.74,-0.14,0.05,0.09,"nan","nan","nan",-11.1,0.81,1.85,1.07,-10.96,-2.54,6,600,0.25,9.67,2,8.63,2,"nan","nan","nan","nan","nan"
281,1,"NGC 3572","nan",167.61,-60.25,290.71,0.21,0.05,0.11,-9.5,5.5,2.0,-10.55,1.2,1.25,0.7,-10.23,-2.85,5,2004,0.34,12.56,3,6.88,-1,-4.1,1.7,1.0,6.9,3.0
282,0,"Basel 17","nan",167.62,-59.03,290.25,1.34,0.06,0.13,"nan","nan","nan",-5.48,0.89,-0.18,0.84,-5.0,-2.25,7,1637,0.16,11.57,4,7.88,2,"nan","nan","nan",8.15,4.0
283,0,"Trumpler 18","nan",167.88,-60.67,290.99,-0.13,0.06,0.16,-20.0,"nan",1.0,-9.13,0.54,0.52,0.52,-8.66,-2.95,17,1358,0.31,11.62,3,7.77,6,-20.0,"nan",1.0,7.19,3.0
284,0,"NGC 3590","nan",168.25,-60.78,291.2,-0.17,0.06,0.17,-7.33,6.44,3.0,-6.51,0.64,1.48,0.4,-6.59,-1.04,17,1651,0.45,12.48,3,7.55,2,"nan","nan","nan",7.23,3.0
285,0,"Stock 13","nan",168.27,-58.88,290.5,1.6,0.06,0.23,1.0,"nan",1.0,-9.8,0.58,2.91,0.43,-10.18,-0.93,17,1577,0.22,11.67,3,7.37,1,"nan","nan","nan",7.22,3.0
286,0,"IC 2714","nan",169.36,-62.73,292.4,-1.79,0.08,0.17,"nan","nan","nan",-7.38,0.87,0.45,0.69,-7.06,-2.2,19,1238,0.34,11.52,3,8.41,6,-14.1,"nan",1.0,8.54,3.0
287,0,"NGC 3680","nan",171.4,-43.24,286.75,16.92,0.07,0.21,"nan","nan","nan",-5.38,0.44,1.54,0.45,-5.58,-0.38,13,934,0.07,10.07,3,9.09,3,0.9,"nan",1.0,9.12,3.0
288,0,"Ruprecht 94","nan",172.68,-63.45,294.05,-1.98,0.1,0.25,2.0,"nan",1.0,-4.87,0.53,-0.15,0.51,-4.59,-1.64,24,3400,0.3,13.59,2,7.19,3,"nan","nan","nan","nan","nan"
289,1,"Ruprecht 164","nan",172.71,-60.73,293.23,0.62,0.07,0.12,"nan","nan","nan",-2.05,1.16,6.05,0.91,-3.81,5.13,8,780,0.11,9.8,2,9.0,-3,"nan","nan","nan","nan","nan"
290,0,"Loden 372","nan",172.72,-58.48,292.55,2.76,0.06,0.1,"nan","nan","nan",-10.55,0.82,-0.81,1.07,-9.79,-4.01,5,1200,0.4,11.64,2,8.55,2,"nan","nan","nan","nan","nan"
291,1,"Loden 402","nan",173.17,-60.72,293.44,0.7,0.1,0.15,"nan","nan","nan",-6.9,0.93,-0.53,0.69,-6.42,-2.57,10,2450,0.18,12.5,2,8.2,-3,"nan","nan","nan","nan","nan"
292,1,"IC 2944","nan",174.03,-62.95,294.49,-1.32,0.1,0.24,"nan","nan","nan",-6.2,0.87,-1.17,0.87,-5.6,-2.9,16,1794,0.32,12.26,3,6.9,-1,-4.8,5.1,1.0,6.82,3.0
293,0,"NGC 3766","nan",174.06,-61.61,294.11,-0.03,0.08,0.23,-14.8,1.72,4.0,-6.72,0.48,1.35,0.52,-6.82,-0.63,22,1745,0.18,11.77,3,7.52,10,-12.8,2.5,1.0,7.16,3.0
294,1,"VDBH 121, vdBergh-Hagen 121","nan",174.52,-63.33,294.81,-1.62,0.08,0.25,-3.76,2.49,21.0,-5.12,0.48,1.05,0.55,-5.21,-0.43,19,2735,0.29,13.08,2,6.64,-1,"nan","nan","nan","nan","nan"
295,1,"IC 2948","nan",174.84,-63.48,294.99,-1.72,0.08,0.08,0.0,2.79,5.0,-4.58,0.77,-0.35,0.38,-4.31,-1.6,5,2600,0.3,13.01,2,6.75,1,"nan","nan","nan","nan","nan"
296,0,"Stock 14","nan",175.95,-62.52,295.21,-0.66,0.06,0.12,-8.83,3.41,3.0,-5.49,0.7,1.2,0.67,-5.61,-0.26,7,2146,0.22,12.34,3,7.0,1,-4.0,2.0,1.0,7.06,3.0
297,1,"Ruprecht 96","nan",177.66,-62.14,295.89,-0.1,0.07,0.12,"nan","nan","nan",-5.74,1.33,-0.03,1.56,-5.57,-1.37,6,860,0.25,10.45,2,9.0,-3,"nan","nan","nan","nan","nan"
298,0,"Loden 481","nan",177.99,-61.28,295.84,0.77,0.09,0.28,-22.05,14.95,2.0,-3.87,0.44,1.67,0.33,-4.15,0.74,34,1520,0.24,11.65,2,8.19,2,"nan","nan","nan","nan","nan"
299,0,"Loden 480","nan",178.99,-58.4,295.7,3.69,0.08,0.15,"nan","nan","nan",-10.56,0.83,2.94,1.24,-10.94,0.61,10,1200,0.3,11.33,2,8.71,5,"nan","nan","nan","nan","nan"
300,0,"Ruprecht 98","nan",179.67,-64.58,297.3,-2.28,0.1,0.35,"nan","nan","nan",-5.08,0.76,-9.55,0.65,-3.03,-10.38,27,610,0.16,9.42,3,8.78,12,"nan","nan","nan",8.51,3.0
301,0,"NGC 4052","nan",180.3,-63.22,297.3,-0.9,0.07,0.15,"nan","nan","nan",-6.63,1.03,-1.17,1.26,-6.28,-2.43,6,1209,0.16,10.91,3,8.4,-1,"nan","nan","nan",8.5,3.0
302,0,"Ruprecht 99","nan",180.82,-63.88,297.66,-1.5,0.06,0.13,"nan","nan","nan",-7.9,1.13,-2.96,0.82,-7.21,-4.38,11,660,0.05,9.25,2,9.29,1,"nan","nan","nan","nan","nan"
303,1,"NGC 4103","nan",181.66,-61.25,297.57,1.16,0.08,0.23,-12.0,"nan",1.0,-5.04,0.45,-0.95,0.35,-4.8,-1.81,33,1664,0.28,11.97,3,7.59,5,"nan","nan","nan",7.45,3.0
304,0,"ESO 130-06","nan",181.93,-59.3,297.37,3.1,0.07,0.19,"nan","nan","nan",-10.8,0.76,-0.76,0.56,-10.52,-2.57,12,2200,0.12,12.08,2,8.33,1,"nan","nan","nan","nan","nan"
305,0,"Loden 565","nan",182.02,-60.72,297.65,1.71,0.08,0.2,10.1,"nan",1.0,-3.14,0.71,-0.96,0.83,-2.93,-1.47,6,650,0.2,9.69,2,8.05,1,"nan","nan","nan","nan","nan"
306,0,"ESO 130-08","nan",182.58,-59.52,297.73,2.94,0.08,0.2,"nan","nan","nan",-4.37,0.62,-1.18,0.79,-4.13,-1.86,19,800,0.0,9.52,2,9.02,12,"nan","nan","nan","nan","nan"
307,0,"Loden 615","nan",185.16,-64.78,299.65,-2.1,0.08,0.16,"nan","nan","nan",-6.97,0.63,-2.24,0.83,-6.65,-3.06,10,1000,0.05,10.15,2,8.63,3,"nan","nan","nan","nan","nan"
308,1,"Melotte 111","Coma Ber",185.62,25.85,222.43,83.4,1.5,4.0,-1.17,0.99,43.0,-11.45,0.32,-8.98,0.24,6.23,-13.15,40,87,0.0,4.7,5,8.78,4,0.0,"nan",4.0,8.65,3.0
309,1,"NGC 4349","nan",186.06,-61.87,299.73,0.84,0.1,0.22,-15.69,"nan",1.0,-6.41,0.45,0.33,0.64,-6.41,-0.35,41,2176,0.38,12.87,3,8.32,-3,"nan","nan","nan",8.32,3.0
310,0,"Collinder 258","VDBH 133, vdBergh-Hagen 133",186.79,-60.77,299.97,1.97,0.07,0.18,"nan","nan","nan",-7.81,0.51,-0.73,0.52,-7.71,-1.46,14,1198,0.16,10.89,3,8.05,4,"nan","nan","nan",8.03,3.0
311,0,"NGC 4439","nan",187.11,-60.1,300.06,2.65,0.05,0.09,"nan","nan","nan",-10.8,1.18,-5.04,0.86,-10.31,-5.98,6,1785,0.35,12.34,3,7.71,1,"nan","nan","nan",7.91,3.0
