"Cluster","logAge","Nmemb","RAJ2000","s_RAJ2000","DEJ2000","s_DEJ2000","plx","s_plx","pmRA","s_pmRA","pmDE","s_pmDE","dist","s_dist","[Fe/H]","e_[Fe/H]","o_[Fe/H]","[O/Fe]","e_[O/Fe]","o_[O/Fe]","[Na/Fe]","e_[Na/Fe]","o_[Na/Fe]","[Mg/Fe]","e_[Mg/Fe]","o_[Mg/Fe]","[Al/Fe]","e_[Al/Fe]","o_[Al/Fe]","[Si/Fe]","e_[Si/Fe]","o_[Si/Fe]","[Ca/Fe]","e_[Ca/Fe]","o_[Ca/Fe]","[Ti/Fe]","e_[Ti/Fe]","o_[Ti/Fe]","[V/Fe]","e_[V/Fe]","o_[V/Fe]","[Cr/Fe]","e_[Cr/Fe]","o_[Cr/Fe]","[Mn/Fe]","e_[Mn/Fe]","o_[Mn/Fe]","[Co/Fe]","e_[Co/Fe]","o_[Co/Fe]","[Ni/Fe]","e_[Ni/Fe]","o_[Ni/Fe]","[Cu/Fe]","e_[Cu/Fe]","o_[Cu/Fe]","[Zn/Fe]","e_[Zn/Fe]","o_[Zn/Fe]","[Y/Fe]","e_[Y/Fe]","o_[Y/Fe]","[Zr/Fe]","e_[Zr/Fe]","o_[Zr/Fe]","[Ba/Fe]","e_[Ba/Fe]","o_[Ba/Fe]","[La/Fe]","e_[La/Fe]","o_[La/Fe]","[Nd/Fe]","e_[Nd/Fe]","o_[Nd/Fe]","[Eu/Fe]","e_[Eu/Fe]","o_[Eu/Fe]"
"Teutsch_51",8.83,80,88.46109,0.036767,26.834419,0.039397,0.202,0.106,0.55,0.201,-0.379,0.244,3.929,1.039,-0.319,0.012,1.0,"nan","nan","nan",0.035,0.067,1.0,0.049,0.017,1.0,-0.014,0.029,1.0,-0.01,0.016,1.0,0.074,0.023,1.0,0.064,0.034,1.0,"nan","nan","nan","nan","nan","nan",0.018,0.027,1.0,0.202,0.073,1.0,-0.043,0.022,1.0,-0.229,0.061,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch_7",8.65,22,296.928925,0.057079,24.273987,0.069086,0.134,0.053,-2.905,0.096,-4.884,0.132,4.809,0.549,0.068,0.044,3.0,"nan","nan","nan",0.068,0.038,1.0,-0.064,0.01,1.0,-0.067,0.02,1.0,-0.053,0.011,1.0,0.023,0.011,1.0,0.055,0.019,1.0,"nan","nan","nan","nan","nan","nan",0.108,0.014,1.0,0.042,0.04,1.0,0.077,0.012,1.0,0.204,0.033,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch_84",9.02,167,256.090271,0.046787,-42.068062,0.038343,0.401,0.163,-1.691,0.281,-1.106,0.251,2.505,0.801,0.194,0.081,3.0,-0.203,0.018,1.0,0.21,0.203,3.0,-0.021,0.033,3.0,0.021,0.073,3.0,-0.058,0.022,3.0,0.081,0.016,3.0,-0.011,0.047,3.0,"nan","nan","nan","nan","nan","nan",0.06,0.032,3.0,0.106,0.075,3.0,0.15,0.004,3.0,0.185,0.049,3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Tombaugh_4",9.2,174,37.30246,0.129887,61.789124,0.072733,0.258,0.1,-1.05,0.164,-0.157,0.204,3.587,1.087,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler_20",9.27,809,189.882828,0.220875,-60.635357,0.093366,0.253,0.045,-7.087,0.091,0.179,0.079,3.87,0.622,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler_26",8.4,91,262.125183,0.064678,-29.486423,0.059548,0.63,0.059,-0.887,0.146,-3.099,0.093,1.599,0.151,0.265,0.031,2.0,-0.136,0.097,2.0,0.398,0.066,2.0,-0.042,0.025,2.0,0.144,0.045,2.0,-0.031,0.033,2.0,0.194,0.129,2.0,-0.027,0.011,2.0,"nan","nan","nan",0.101,0.078,1.0,0.167,0.014,2.0,-0.02,0.024,2.0,0.2,0.01,2.0,-0.154,0.179,2.0,"nan","nan","nan",0.374,0.164,1.0,0.091,0.147,1.0,0.649,0.091,1.0,-0.127,0.1,1.0,"nan","nan","nan",-0.222,0.1,1.0
"Trumpler_3",7.67,219,48.00275,0.575231,63.219368,0.243645,1.458,0.061,-3.33,0.224,-0.114,0.19,0.687,0.029,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler_5",9.63,2129,99.129692,0.132159,9.467118,0.134405,0.284,0.094,-0.591,0.197,0.287,0.181,3.348,0.783,-0.434,0.016,8.0,0.146,0.055,7.0,0.002,0.195,7.0,0.023,0.029,7.0,0.086,0.073,7.0,0.029,0.027,7.0,0.117,0.011,7.0,0.061,0.018,7.0,0.302,0.087,4.0,"nan","nan","nan",-0.02,0.009,7.0,-0.082,0.095,6.0,-0.022,0.035,7.0,-0.013,0.088,7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Turner_5",8.51,26,142.998444,0.786345,-36.263382,0.444524,2.342,0.082,0.017,0.185,-3.033,0.21,0.428,0.015,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_1",7.84,57,287.884857,0.829094,56.800903,0.59175,3.049,0.039,-2.495,0.244,3.723,0.235,0.327,0.004,0.02,0.049,2.0,"nan","nan","nan","nan","nan","nan",-0.084,0.04,2.0,-0.103,0.016,2.0,-0.025,0.056,2.0,0.014,0.014,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.052,0.011,2.0,0.569,0.121,2.0,-0.054,0.007,2.0,0.043,0.098,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_143",8.67,28,299.688538,0.159782,45.570274,0.141301,0.726,0.021,-3.183,0.1,-7.861,0.112,1.38,0.06,0.008,0.008,1.0,"nan","nan","nan",0.103,0.039,1.0,-0.065,0.01,1.0,-0.011,0.018,1.0,-0.054,0.01,1.0,0.08,0.011,1.0,-0.016,0.018,1.0,"nan","nan","nan","nan","nan","nan",0.059,0.014,1.0,0.058,0.039,1.0,0.018,0.012,1.0,0.018,0.033,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_17a",7.27,326,83.25946,1.180463,-1.552296,0.857161,2.752,0.064,1.596,0.277,-1.208,0.233,0.363,0.009,-0.087,0.071,34.0,0.398,0.073,6.0,-0.048,0.28,3.0,-0.072,0.039,11.0,-0.001,0.127,12.0,-0.004,0.095,12.0,0.053,0.067,10.0,-0.111,0.135,10.0,0.174,0.107,2.0,0.01,0.052,1.0,-0.047,0.131,12.0,-0.11,0.415,10.0,-0.102,0.08,12.0,0.245,0.241,11.0,0.187,0.064,1.0,0.533,0.089,1.0,"nan","nan","nan",0.618,0.062,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_17b",7.06,130,83.193604,0.722712,-1.558123,0.671207,2.367,0.06,0.04,0.185,-0.146,0.266,0.423,0.011,-0.07,0.032,12.0,0.237,0.163,1.0,-0.068,0.025,2.0,-0.094,0.146,3.0,-0.084,0.09,3.0,0.01,0.131,3.0,0.215,0.097,3.0,-0.119,0.072,2.0,-0.066,0.214,1.0,0.106,0.104,1.0,-0.023,0.04,3.0,-0.311,0.119,3.0,-0.147,0.029,3.0,-0.155,0.083,2.0,0.194,0.14,1.0,0.499,0.182,1.0,"nan","nan","nan",0.532,0.025,2.0,0.749,0.129,1.0,"nan","nan","nan",0.584,0.197,2.0
"UBC_197",8.45,76,83.359802,0.092597,39.844025,0.087107,0.313,0.035,0.133,0.125,-1.287,0.106,3.155,0.339,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_199",9.06,56,67.447464,0.176134,25.428104,0.158042,0.813,0.065,3.006,0.201,-1.766,0.161,1.236,0.108,-0.11,0.022,2.0,"nan","nan","nan",0.132,0.001,2.0,-0.025,0.006,2.0,-0.006,0.008,2.0,-0.035,0.001,2.0,0.039,0.02,2.0,-0.041,0.001,2.0,"nan","nan","nan","nan","nan","nan",0.012,0.004,2.0,-0.073,0.058,2.0,-0.001,0.008,2.0,-0.07,0.01,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_207",7.18,104,83.853241,0.120676,-4.520757,0.253199,2.54,0.094,1.11,0.238,0.569,0.362,0.393,0.015,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_212",9.03,69,100.957787,0.075234,-0.885819,0.075632,0.335,0.033,-0.612,0.108,0.661,0.135,2.976,0.267,-0.227,0.032,2.0,0.17,0.015,2.0,0.154,0.108,2.0,-0.049,0.09,2.0,0.125,0.022,2.0,0.065,0.041,2.0,0.095,0.018,2.0,0.017,0.057,2.0,0.143,0.089,2.0,-0.128,0.104,1.0,-0.058,0.04,2.0,-0.027,0.023,2.0,-0.065,0.104,2.0,-0.166,0.145,2.0,-0.106,0.168,1.0,0.293,0.194,1.0,"nan","nan","nan",0.676,0.12,1.0,"nan","nan","nan",0.441,0.112,1.0,0.243,0.115,1.0
"UBC_260",8.37,33,140.07457,0.592413,-69.892113,0.183991,1.781,0.056,-7.758,0.155,7.991,0.208,0.561,0.018,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_32",8.14,116,279.383972,0.653437,-14.06366,0.835306,3.539,0.11,-1.789,0.292,-9.325,0.312,0.282,0.009,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_511",8.73,35,151.935349,0.443965,-70.747025,0.098773,0.749,0.038,-6.671,0.113,6.191,0.135,1.338,0.069,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_572",9.28,23,280.41687,0.069776,-21.959448,0.058218,0.647,0.021,0.999,0.093,-0.63,0.109,1.554,0.048,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_595",8.43,36,359.769867,142.34317,62.449722,0.061169,0.213,0.022,-1.244,0.099,-0.644,0.07,4.535,0.456,0.017,0.007,1.0,-0.169,0.014,1.0,0.054,0.037,1.0,-0.056,0.01,1.0,0.047,0.018,1.0,-0.036,0.01,1.0,0.078,0.011,1.0,-0.074,0.016,1.0,"nan","nan","nan","nan","nan","nan",0.043,0.013,1.0,-0.085,0.036,1.0,-0.002,0.011,1.0,-0.024,0.031,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_623",9.21,45,118.354301,0.133734,7.560185,0.193395,0.351,0.063,-1.403,0.326,-0.693,0.242,2.829,0.455,-0.247,0.008,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_624",9.3,34,119.242569,0.133557,8.01529,0.181637,0.406,0.038,-0.81,0.319,-1.038,0.487,2.471,0.225,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_7",7.5,121,106.755363,0.676232,-37.653168,0.590746,3.568,0.075,-9.744,0.202,7.004,0.233,0.279,0.006,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_95",8.6,84,268.251831,0.063948,-22.171114,0.091783,0.492,0.027,-0.156,0.127,-1.298,0.112,2.048,0.113,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_12",8.3,56,288.846436,0.20855,-22.150223,0.171496,1.537,0.105,0.588,0.237,-6.679,0.169,0.651,0.043,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_305",8.15,56,41.121452,1.315957,39.005974,1.703135,2.394,0.146,2.979,0.152,-6.494,0.196,0.417,0.027,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_40",8.73,43,292.630646,0.403738,-6.882345,0.893534,1.53,0.069,0.278,0.147,-9.123,0.214,0.657,0.03,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_422",7.29,124,88.020721,0.797135,-7.5386,0.604191,3.314,0.137,0.189,0.347,-0.591,0.277,0.303,0.013,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_467",8.07,158,121.226395,0.627872,-11.43507,0.495282,1.684,0.149,-6.965,0.324,-1.668,0.22,0.597,0.059,0.163,0.053,1.0,0.054,0.091,1.0,0.131,0.033,1.0,-0.027,0.043,1.0,0.225,0.046,1.0,0.036,0.038,1.0,0.099,0.05,1.0,-0.008,0.03,1.0,0.107,0.1,1.0,0.063,0.047,1.0,0.091,0.044,1.0,0.039,0.043,1.0,0.171,0.05,1.0,0.101,0.037,1.0,-0.097,0.056,1.0,-0.129,0.093,1.0,0.078,0.117,1.0,-0.079,0.056,1.0,-0.225,0.076,1.0,0.147,0.106,1.0,"nan","nan","nan"
"UPK_524",8.03,95,105.408852,1.450739,-54.150826,0.964246,1.762,0.091,-2.793,0.334,8.659,0.35,0.567,0.031,-0.049,0.073,1.0,0.097,0.11,1.0,-0.039,0.042,1.0,0.053,0.06,1.0,0.112,0.057,1.0,0.081,0.047,1.0,0.109,0.062,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.012,0.057,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.242,0.08,1.0,-0.005,0.104,1.0,"nan","nan","nan",0.099,0.071,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_526",7.49,40,115.190079,0.9541,-52.840366,0.938627,1.715,0.067,-7.971,0.209,7.426,0.152,0.584,0.023,-0.024,0.011,2.0,0.154,0.092,1.0,0.062,0.033,1.0,-0.069,0.048,1.0,-0.012,0.054,1.0,0.016,0.039,1.0,0.087,0.051,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.003,0.045,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.01,0.085,1.0,"nan","nan","nan",0.033,0.057,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_540",7.57,59,114.644073,0.827397,-58.651943,0.937348,2.698,0.105,-4.823,0.222,7.647,0.21,0.372,0.015,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_545",7.9,240,130.845764,1.777506,-58.661842,1.185728,3.033,0.147,-8.766,0.386,2.725,0.377,0.33,0.017,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_552",8.07,60,158.498016,1.15694,-47.297035,0.740971,3.053,0.157,-22.638,0.435,6.375,0.382,0.327,0.018,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_560",8.51,117,158.280991,1.676451,-44.439835,0.711712,1.661,0.099,-12.522,0.396,3.804,0.288,0.603,0.036,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_579",8.08,149,192.781815,2.090714,-50.541569,0.891298,1.364,0.106,-10.698,0.252,-3.206,0.235,0.735,0.06,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_587",8.07,50,201.032333,0.884765,-49.869873,0.530045,1.106,0.044,-8.832,0.153,-2.611,0.205,0.908,0.039,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_599",7.29,96,205.868195,1.119681,-38.57357,0.717957,1.459,0.097,-9.925,0.373,0.331,0.291,0.687,0.053,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UPK_612",8.0,484,252.913361,4.648844,-67.657761,2.121742,4.266,0.376,-13.306,1.305,-11.828,1.268,0.234,0.023,0.021,0.027,3.0,0.017,0.115,3.0,-0.084,0.018,3.0,-0.078,0.05,3.0,-0.063,0.052,3.0,-0.053,0.02,3.0,0.093,0.01,3.0,-0.037,0.028,3.0,-0.011,0.063,3.0,-0.105,0.018,3.0,0.005,0.03,3.0,"nan","nan","nan",-0.123,0.034,3.0,-0.197,0.017,3.0,-0.004,0.015,3.0,0.097,0.042,3.0,"nan","nan","nan",0.31,0.023,3.0,0.696,0.111,1.0,"nan","nan","nan","nan","nan","nan"
"UPK_624",7.6,51,254.122849,1.050511,-60.45105,0.498835,3.138,0.168,-1.453,0.354,-14.261,0.424,0.321,0.017,-0.095,0.089,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
