"Cluster","Comment"
"fof 0160","Likely not a real open cluster."
"fof 0259","Likely not a real open cluster."
"fof 0317","Likely not a real open cluster."
"fof 0401","Likely not a real open cluster."
"fof 0456","Likely not a real open cluster."
"fof 0471","Likely not a real open cluster."
"fof 0611","Likely not a real open cluster."
"fof 0659","Likely not a real open cluster."
"fof 0660","Likely not a real open cluster."
"fof 0674","Likely not a real open cluster."
"fof 0692","Likely not a real open cluster."
"fof 0693","Likely not a real open cluster."
"fof 0730","Likely not a real open cluster."
"fof 0732","Likely not a real open cluster."
"fof 0736","Likely not a real open cluster."
"fof 0814","Likely not a real open cluster."
"fof 0834","Likely not a real open cluster."
"fof 0837","Likely not a real open cluster."
"fof 0841","Likely not a real open cluster."
"fof 0871","Likely not a real open cluster."
"fof 0880","Likely not a real open cluster."
"fof 0888","Likely not a real open cluster."
"fof 0889","Likely not a real open cluster."
"fof 0895","Likely not a real open cluster."
"fof 0988","Likely not a real open cluster."
"fof 1024","Likely not a real open cluster."
"fof 1042","Likely not a real open cluster."
"fof 1052","Likely not a real open cluster."
"fof 1144","Likely not a real open cluster."
"fof 1148","Likely not a real open cluster."
"fof 1152","Likely not a real open cluster."
"fof 1154","Likely not a real open cluster."
"fof 1159","Likely not a real open cluster."
"fof 1210","Likely not a real open cluster."
"fof 1243","Likely not a real open cluster."
"fof 1245","Likely not a real open cluster."
"fof 1262","Likely not a real open cluster."
"fof 1305","Likely not a real open cluster."
"fof 1307","Likely not a real open cluster."
"fof 1308","Likely not a real open cluster."
"fof 1467","Likely not a real open cluster."
"fof 1477","Likely not a real open cluster."
"fof 1481","Likely not a real open cluster."
"fof 1484","Likely not a real open cluster."
"fof 1485","Likely not a real open cluster."
"fof 1488","Likely not a real open cluster."
"fof 1514","Likely not a real open cluster."
"fof 1515","Likely not a real open cluster."
"fof 1537","Likely not a real open cluster."
"fof 1591","Likely not a real open cluster."
"fof 1605","Likely not a real open cluster."
"fof 1615","Likely not a real open cluster."
"fof 1627","Likely not a real open cluster."
"fof 1638","Likely not a real open cluster."
"fof 1649","Likely not a real open cluster."
"fof 1664","Likely not a real open cluster."
"fof 1665","Likely not a real open cluster."
"fof 1667","Likely not a real open cluster."
"fof 1670","Likely not a real open cluster."
"fof 1671","Likely not a real open cluster."
"fof 1676","Likely not a real open cluster."
"fof 1688","Likely not a real open cluster."
"fof 1701","Likely not a real open cluster."
"fof 1702","Likely not a real open cluster."
"fof 1703","Likely not a real open cluster."
"fof 1712","Likely not a real open cluster."
"fof 1722","Likely not a real open cluster."
"fof 1723","Likely not a real open cluster."
"fof 1737","Likely not a real open cluster."
"fof 1752","Likely not a real open cluster."
"fof 1782","Likely not a real open cluster."
"fof 1811","Likely not a real open cluster."
"fof 2002","Likely not a real open cluster."
"fof 2004","Likely not a real open cluster."
"fof 2097","Likely not a real open cluster."
"fof 2112","Likely not a real open cluster."
"fof 2158","Likely not a real open cluster."
"fof 2167","Likely not a real open cluster."
"fof 2169","Likely not a real open cluster."
"fof 2173","Likely not a real open cluster."
"fof 2175","Likely not a real open cluster."
"fof 2213","Likely not a real open cluster."
"UBC 10b","Likely not a real open cluster."
"UBC 625","Likely not a real open cluster."
"UBC 649","Likely not a real open cluster."
"fof 0253","Dubious open cluster."
"fof 0396","Dubious open cluster."
"fof 0522","Dubious open cluster."
"fof 0559","Dubious open cluster."
"fof 0661","Dubious open cluster."
"fof 0696","Dubious open cluster."
"fof 0728","Dubious open cluster."
"fof 0743","Dubious open cluster."
"fof 0751","Dubious open cluster."
"fof 0809","Dubious open cluster."
"fof 0810","Dubious open cluster."
"fof 0838","Dubious open cluster."
"fof 0839","Dubious open cluster."
"fof 0883","Dubious open cluster."
"fof 0903","Dubious open cluster."
"fof 0905","Dubious open cluster."
"fof 0909","Dubious open cluster."
"fof 0929","Dubious open cluster."
"fof 0946","Dubious open cluster."
"fof 0948","Dubious open cluster."
"fof 0949","Dubious open cluster."
"fof 0996","Dubious open cluster."
"fof 1026","Dubious open cluster."
"fof 1083","Dubious open cluster."
"fof 1084","Dubious open cluster."
"fof 1169","Dubious open cluster."
"fof 1176","Dubious open cluster."
"fof 1192","Dubious open cluster."
"fof 1194","Dubious open cluster."
"fof 1195","Dubious open cluster."
"fof 1202","Dubious open cluster."
"fof 1203","Dubious open cluster."
"fof 1208","Dubious open cluster."
"fof 1225","Dubious open cluster."
"fof 1239","Dubious open cluster."
"fof 1385","Dubious open cluster."
"fof 1387","Dubious open cluster."
"fof 1428","Dubious open cluster."
"fof 1452","Dubious open cluster."
"fof 1461","Dubious open cluster."
"fof 1547","Dubious open cluster."
"fof 1548","Dubious open cluster."
"fof 1566","Dubious open cluster."
"fof 1574","Dubious open cluster."
"fof 1602","Dubious open cluster."
"fof 1637","Dubious open cluster."
"fof 1642","Dubious open cluster."
"fof 1668","Dubious open cluster."
"fof 1689","Dubious open cluster."
"fof 1711","Dubious open cluster."
"fof 1714","Dubious open cluster."
"fof 1715","Dubious open cluster."
"fof 1716","Dubious open cluster."
"fof 1727","Dubious open cluster."
"fof 1765","Dubious open cluster."
"fof 1766","Dubious open cluster."
"fof 1774","Dubious open cluster."
"fof 1791","Dubious open cluster."
"fof 1792","Dubious open cluster."
"fof 1808","Dubious open cluster."
"fof 1951","Dubious open cluster."
"fof 1988","Dubious open cluster."
"fof 1999","Dubious open cluster."
"fof 2032","Dubious open cluster."
"fof 2035","Dubious open cluster."
"fof 2089","Dubious open cluster."
"fof 2155","Dubious open cluster."
"fof 2159","Dubious open cluster."
"fof 2160","Dubious open cluster."
"fof 2171","Dubious open cluster."
"UBC 644","Dubious open cluster."
"UBC 325","Dubious open cluster."
"UBC 359","Dubious open cluster."
"UBC 416","Dubious open cluster."
"UBC 505","Dubious open cluster."
"UBC 573","Dubious open cluster."
"UBC 575","Dubious open cluster."
"UBC 577","Dubious open cluster."
"UBC 579","Dubious open cluster."
"UBC 592","Dubious open cluster."
"UBC 593","Dubious open cluster."
